amplitude,location,response_location,reaction_time
3.12,0,0,0.3527
3.12,16,0,0.2999
3.12,17,17,0.8158
3.12,0,0,0.4745
3.12,4,4,1.2057
3.12,0,0,0.4821
3.12,0,0,0.3526
3.12,0,0,0.3037
3.12,0,0,0.3085
3.12,1,1,0.2939
3.12,0,0,0.3343
3.12,3,0,0.499
3.12,4,4,0.7742
3.12,0,0,0.614
3.12,0,0,0.324
3.12,0,0,0.3705
3.12,0,0,0.8599
3.12,15,15,0.6045
3.12,0,0,0.511
3.12,0,0,0.4183
3.12,0,0,0.3746
3.12,4,4,0.6169
3.12,14,14,0.5904
3.12,4,4,0.6838
3.12,0,0,0.6667
3.12,0,0,0.5121
3.12,7,0,0.4789
3.12,0,0,0.4917
3.12,0,0,0.3718
3.12,2,2,0.6845
3.12,19,0,0.7579
3.12,0,0,0.4318
3.12,0,0,0.4742
3.12,0,0,0.3684
3.12,0,0,0.3341
3.12,18,18,0.9159
3.12,16,0,0.5521
3.12,0,0,0.8465
3.12,5,15,0.536
3.12,1,1,0.2923
3.12,10,10,0.4445
3.12,0,1,0.2823
3.12,12,12,0.7483
3.12,10,10,0.4486
3.12,17,17,0.5557
3.12,2,2,0.5739
3.12,0,0,0.4721
3.12,0,0,0.3637
3.12,0,0,0.3601
3.12,19,0,0.4386
3.12,0,0,0.3048
3.12,14,14,0.5606
3.12,6,0,0.3678
3.12,19,0,1.282
3.12,14,0,0.2845
3.12,11,11,0.5962
3.12,0,0,0.426
3.12,8,0,0.4761
3.12,7,0,0.3945
3.12,10,0,0.5943
3.12,0,0,0.4537
3.12,0,13,0.6141
3.12,17,0,0.4482
3.12,19,0,0.4415
3.12,0,0,0.5044
3.12,8,0,0.407
3.12,8,0,0.424
3.12,19,0,0.3564
3.12,2,0,0.366
3.12,13,13,0.6022
3.12,0,0,0.6022
3.12,0,6,0.912
3.12,0,0,0.3685
3.12,0,0,0.6507
3.12,0,0,0.2986
3.12,0,0,0.4797
3.12,5,19,0.9496
3.12,0,18,0.7488
3.12,12,0,0.4086
3.12,0,0,0.6022
3.12,18,0,0.397
3.12,0,0,0.4238
3.12,0,1,0.4462
3.12,0,0,0.374
3.12,5,0,0.3625
3.12,5,0,0.3247
3.12,0,0,0.3878
3.12,7,0,0.3362
3.12,13,13,0.6125
3.12,0,0,0.5062
3.12,11,11,0.6323
3.12,0,0,0.3664
3.12,12,1,1.0741
3.12,0,0,0.3843
3.12,17,0,0.6704
3.12,11,0,0.555
3.12,16,16,0.6964
3.12,0,0,0.4741
3.12,0,0,0.5077
3.12,16,16,0.8444
3.12,4,0,0.4139
3.12,0,0,0.5526
3.12,7,0,0.3461
3.12,17,0,0.3106
3.12,0,0,0.8922
3.12,0,0,0.8196
3.12,7,0,0.4726
3.12,10,10,0.594
3.12,4,0,0.3605
3.12,16,0,0.3507
3.12,10,10,0.6523
3.12,19,19,0.653
3.12,5,0,0.5181
3.12,0,7,0.8904
3.12,0,0,0.671
3.12,0,0,0.4019
3.12,15,15,0.4862
3.12,0,0,0.4386
3.12,0,0,0.4921
3.12,0,0,0.4241
3.12,17,17,0.7602
3.12,11,11,0.7332
3.12,4,4,0.6058
3.12,9,9,0.5849
3.12,0,12,0.6546
3.12,0,0,0.3665
3.12,1,1,0.2643
3.12,14,14,0.5635
3.12,11,11,0.4879
3.12,0,0,0.4341
3.12,0,0,0.3047
3.12,0,1,0.5278
3.12,0,0,0.6219
3.12,3,0,0.3677
3.12,0,14,0.7926
3.12,6,0,0.3523
3.12,0,0,0.4025
3.12,4,4,0.7822
3.12,0,0,0.3845
3.12,7,0,0.3726
3.12,6,19,1.0673
3.12,0,9,0.6482
3.12,0,0,0.2684
3.12,0,0,0.3361
3.12,0,18,1.2397
3.12,12,3,0.853
3.12,0,0,0.3307
3.12,6,6,0.7399
3.12,0,0,0.3968
3.12,0,0,0.5367
3.12,0,0,0.3903
3.12,0,0,0.4401
3.12,15,0,0.2902
3.12,18,0,0.3108
3.12,16,0,0.4959
3.12,0,0,0.5394
3.12,0,0,0.3825
3.12,0,0,0.3765
3.12,0,0,0.382
3.12,0,0,0.6559
3.12,1,0,0.3884
3.12,0,0,0.4062
3.12,0,0,0.3162
3.12,0,0,0.7265
3.12,0,0,0.9463
3.12,0,0,0.3543
3.12,0,0,0.3818
3.12,16,0,0.4368
3.12,0,0,0.3021
3.12,8,8,0.6708
3.12,0,0,0.4752
3.12,9,0,1.1073
3.12,0,0,1.1126
3.12,5,5,0.8235
3.12,17,0,0.3028
3.12,0,0,0.4526
3.12,13,13,0.742
3.12,10,10,0.481
3.12,0,0,0.3564
3.12,1,1,0.5082
3.12,0,0,0.5643
3.12,14,14,0.6281
3.12,13,13,0.6901
3.12,14,14,0.723
3.12,0,4,0.8664
3.12,0,17,0.6973
3.12,0,0,0.4928
3.12,0,17,0.562
3.12,0,0,0.3161
3.12,0,0,0.4561
3.12,0,0,0.4197
3.12,16,0,0.4365
3.12,0,0,0.294
3.12,13,13,0.8902
3.12,0,0,0.3579
3.12,0,0,0.6422
3.12,0,0,0.3842
3.12,0,0,0.3747
3.12,0,0,0.6763
3.12,0,10,0.6098
3.12,0,0,0.3918
3.12,12,0,0.6337
3.12,0,18,0.8426
3.12,6,0,0.58
3.12,0,0,0.3508
3.12,11,11,0.436
3.12,16,16,0.6763
3.12,0,1,0.5279
3.12,15,15,0.4716
3.12,0,10,0.626
3.12,0,11,0.6865
3.12,0,0,0.4542
3.12,0,0,0.5465
3.12,15,15,0.4679
3.12,0,0,0.3619
3.12,17,0,0.4903
3.12,0,0,0.3769
3.12,13,0,0.596
3.12,0,0,0.2809
3.12,0,17,1.0179
3.12,0,14,0.7779
3.12,0,0,0.486
3.12,0,0,0.359
3.12,0,0,0.4564
3.12,2,0,1.3024
3.12,6,0,0.3906
3.12,0,0,0.404
3.12,15,15,0.6077
3.12,0,0,0.5469
3.12,1,0,0.4022
3.12,7,0,0.3032
3.12,0,0,0.556
3.12,0,0,0.3198
3.12,10,10,0.6288
3.12,0,0,0.3737
