session,amplitude,location,response_location,reaction_time
1,3.12,0,0,0.5082
1,3.12,0,0,0.3006
1,3.12,0,0,0.6395
1,3.12,0,0,0.4891
1,3.12,15,15,0.4824
1,3.12,9,9,0.4771
1,3.12,0,0,0.43
1,3.12,14,14,0.5106
1,3.12,15,0,0.456
1,3.12,11,11,0.4927
1,3.12,15,15,0.5361
1,3.12,0,0,0.4983
2,3.12,0,11,0.56
2,3.12,2,0,0.5518
2,3.12,1,1,0.4987
2,3.12,14,14,0.4416
2,3.12,0,0,0.5818
2,3.12,0,0,0.4684
2,3.12,10,10,0.3977
2,3.12,0,0,0.3424
2,3.12,1,1,0.3974
2,3.12,0,0,0.3166
2,3.12,10,10,0.494
2,3.12,0,0,0.6157
2,3.12,2,2,0.4765
2,3.12,9,0,0.5096
2,3.12,11,11,0.4636
2,3.12,0,0,0.3795
2,3.12,0,0,0.3485
2,3.12,0,0,0.3654
2,3.12,1,1,0.4977
2,3.12,14,14,0.4657
3,3.12,0,0,0.5903
3,3.12,15,15,0.7401
3,3.12,9,9,0.6545
3,3.12,0,0,0.3196
3,3.12,0,0,0.3281
3,3.12,0,0,0.3237
3,3.12,15,15,0.7978
3,3.12,0,0,0.3285
3,3.12,1,1,0.5778
3,3.12,0,0,0.3716
3,3.12,15,15,0.4518
3,3.12,2,2,0.4996
3,3.12,0,0,0.4324
3,3.12,0,0,0.3199
3,3.12,9,0,0.3937
3,3.12,0,0,0.4945
3,3.12,2,2,0.6021
3,3.12,0,0,0.3766
3,3.12,0,0,0.5544
3,3.12,14,14,0.4991
4,3.12,0,0,0.4159
4,3.12,10,10,0.4861
4,3.12,0,10,0.6265
4,3.12,11,11,0.5018
4,3.12,0,0,0.3224
4,3.12,0,0,0.3261
4,3.12,0,0,0.5443
4,3.12,11,11,0.5185
4,3.12,10,10,0.625
4,3.12,2,0,0.3486
4,3.12,0,0,0.5021
4,3.12,14,14,0.4676
4,3.12,10,10,0.5755
4,3.12,11,11,0.3669
4,3.12,14,14,0.5743
4,3.12,9,9,0.4782
4,3.12,0,0,0.3647
4,3.12,0,0,0.3485
4,3.12,9,9,0.4561
4,3.12,0,0,0.3342
1,3.12,0,0,0.6281
1,3.12,2,2,0.4944
1,3.12,10,0,0.5381
1,3.12,0,11,0.5998
1,3.12,0,0,0.3209
1,3.12,0,0,0.3347
1,3.12,0,0,0.5743
1,3.12,0,0,0.3045
1,3.12,9,9,0.6105
1,3.12,0,0,0.3659
1,3.12,0,0,0.3558
1,3.12,0,0,0.2405
1,3.12,1,1,0.4824
1,3.12,0,0,0.2681
1,3.12,11,11,0.4623
1,3.12,10,10,0.4539
1,3.12,9,0,0.5084
1,3.12,0,0,0.4648
1,3.12,9,9,0.4622
1,3.12,15,15,0.4308
2,3.12,14,14,0.424
2,3.12,0,14,0.5733
2,3.12,10,14,0.748
2,3.12,11,11,0.4698
2,3.12,1,1,0.3717
2,3.12,2,2,0.5115
2,3.12,0,0,0.3881
2,3.12,0,0,0.43
2,3.12,2,2,0.5797
2,3.12,0,0,0.4641
2,3.12,9,9,0.5541
2,3.12,0,0,0.4947
2,3.12,11,11,0.4695
2,3.12,1,1,0.446
2,3.12,9,9,0.4957
2,3.12,11,11,0.4279
2,3.12,0,0,0.4272
2,3.12,2,2,0.6458
2,3.12,0,0,0.5623
2,3.12,15,15,0.408
3,3.12,0,0,0.3964
3,3.12,15,15,0.5972
3,3.12,11,0,0.5979
3,3.12,2,2,0.486
3,3.12,11,11,0.5385
3,3.12,0,0,0.3466
3,3.12,10,0,0.3318
3,3.12,0,0,0.2807
3,3.12,2,0,0.5305
3,3.12,0,0,0.6285
3,3.12,1,1,0.5257
3,3.12,0,0,0.4159
3,3.12,10,10,0.4723
3,3.12,0,0,0.5578
3,3.12,0,1,0.6158
3,3.12,11,0,0.5795
3,3.12,10,10,0.5645
3,3.12,0,0,0.3644
3,3.12,0,0,0.3782
3,3.12,0,0,0.6101
4,3.12,11,11,0.4258
4,3.12,0,0,0.4007
4,3.12,0,0,0.392
4,3.12,0,0,0.8268
4,3.12,0,0,0.3531
4,3.12,14,14,0.4331
4,3.12,0,0,0.3989
4,3.12,0,0,0.3368
4,3.12,10,10,0.4906
4,3.12,15,15,0.5164
4,3.12,9,9,0.8662
4,3.12,10,10,0.4387
4,3.12,0,0,0.3389
4,3.12,2,2,0.4728
4,3.12,0,0,0.824
4,3.12,0,0,0.3287
4,3.12,15,15,0.5484
4,3.12,0,0,0.3494
4,3.12,15,0,0.4469
4,3.12,9,9,0.6065
1,3.12,9,9,0.5083
1,3.12,2,2,0.4824
1,3.12,0,9,0.5748
1,3.12,0,0,0.4921
1,3.12,14,14,0.523
1,3.12,0,0,0.4209
1,3.12,10,10,0.4977
1,3.12,11,11,0.4542
1,3.12,11,11,0.5225
1,3.12,15,15,0.5084
1,3.12,0,0,0.5881
1,3.12,0,0,0.5381
1,3.12,10,10,0.5181
1,3.12,0,0,0.3229
1,3.12,0,0,0.3018
1,3.12,10,10,0.523
1,3.12,10,10,0.4348
1,3.12,1,1,0.4189
1,3.12,11,11,0.462
1,3.12,11,11,0.4505
2,3.12,15,15,0.4743
2,3.12,14,14,0.4446
2,3.12,1,1,0.4479
2,3.12,15,15,0.4744
2,3.12,0,0,0.3815
2,3.12,0,0,0.4679
2,3.12,9,9,0.552
2,3.12,0,0,0.3238
2,3.12,0,0,0.3344
2,3.12,0,0,0.3934
2,3.12,11,12,0.5319
2,3.12,0,14,0.4782
2,3.12,0,11,0.8875
2,3.12,14,14,0.4502
2,3.12,11,11,0.4355
2,3.12,0,0,0.494
2,3.12,0,0,0.4464
2,3.12,0,0,0.4914
2,3.12,14,14,0.5315
2,3.12,10,10,0.5584
3,3.12,11,11,0.4545
3,3.12,0,0,0.5385
3,3.12,14,14,0.5277
3,3.12,15,15,0.462
3,3.12,0,0,0.4119
3,3.12,0,0,0.3438
3,3.12,14,14,0.4525
3,3.12,10,0,0.5363
3,3.12,0,0,0.5141
3,3.12,0,0,0.3364
3,3.12,0,14,0.5842
3,3.12,0,0,0.2966
3,3.12,10,10,0.6416
3,3.12,0,14,0.6875
3,3.12,0,0,0.3423
3,3.12,0,0,0.3869
3,3.12,11,11,0.8124
3,3.12,11,11,0.4604
3,3.12,11,11,0.368
3,3.12,14,14,0.4382
4,3.12,1,1,0.4146
4,3.12,1,1,0.4125
4,3.12,0,0,0.5403
4,3.12,1,1,0.4681
4,3.12,1,1,0.4708
4,3.12,15,15,0.5386
4,3.12,11,11,0.4673
4,3.12,11,11,0.4765
4,3.12,0,0,0.4607
4,3.12,15,15,0.4669
4,3.12,0,0,0.838
4,3.12,0,0,0.5759
4,3.12,0,0,0.4319
4,3.12,0,0,0.6143
4,3.12,15,15,0.4919
4,3.12,11,11,0.3807
4,3.12,0,0,0.3767
4,3.12,11,11,0.4601
4,3.12,0,0,0.2826
4,3.12,0,9,0.4919
1,3.12,0,0,0.4505
1,3.12,11,11,0.5309
1,3.12,14,14,0.4224
1,3.12,0,14,0.5161
1,3.12,11,11,0.3798
1,3.12,15,15,0.4964
1,3.12,0,0,0.6423
1,3.12,0,14,0.5968
1,3.12,0,0,0.5199
1,3.12,0,0,0.2268
1,3.12,9,9,0.4947
1,3.12,1,1,0.4077
1,3.12,0,0,0.2466
1,3.12,0,0,0.4586
1,3.12,11,11,0.4492
1,3.12,0,0,0.3709
1,3.12,0,0,0.4456
1,3.12,11,11,0.4261
1,3.12,0,0,0.3827
1,3.12,15,0,0.6915
2,3.12,0,0,0.4543
2,3.12,15,15,0.6761
2,3.12,0,14,0.5093
2,3.12,15,15,0.3891
2,3.12,0,0,0.3917
2,3.12,9,0,0.3321
2,3.12,15,15,0.4506
2,3.12,1,0,0.3792
2,3.12,2,2,0.501
2,3.12,0,0,0.4162
2,3.12,15,15,0.4836
2,3.12,0,0,0.3381
2,3.12,0,0,0.2994
2,3.12,0,0,0.3176
2,3.12,0,0,0.2921
2,3.12,2,2,0.4738
2,3.12,14,14,0.4677
2,3.12,0,0,0.3179
2,3.12,0,0,0.2508
2,3.12,0,15,0.6245
3,3.12,11,11,0.404
3,3.12,9,9,0.5398
3,3.12,0,0,0.2784
3,3.12,0,0,0.3207
3,3.12,14,14,0.4104
3,3.12,1,1,0.6441
3,3.12,15,15,0.5707
3,3.12,1,1,0.5028
3,3.12,2,2,0.5594
3,3.12,15,15,0.4618
3,3.12,10,0,0.5966
3,3.12,0,0,0.5081
3,3.12,14,14,0.4949
3,3.12,14,14,0.538
3,3.12,10,10,0.4878
3,3.12,9,9,0.484
3,3.12,14,14,0.4182
3,3.12,1,1,0.4057
3,3.12,0,0,0.6607
3,3.12,10,0,0.678
4,3.12,10,10,0.4374
4,3.12,0,0,0.3664
4,3.12,0,0,0.5558
4,3.12,0,0,0.3105
4,3.12,0,0,0.3585
4,3.12,2,2,0.5044
4,3.12,0,0,0.6218
4,3.12,10,10,0.5244
4,3.12,0,0,0.3024
4,3.12,10,0,0.2924
4,3.12,14,14,0.5046
4,3.12,1,1,0.4541
4,3.12,0,0,0.559
4,3.12,9,9,0.7345
4,3.12,0,0,0.3839
4,3.12,15,15,0.4586
4,3.12,1,1,0.4624
4,3.12,0,0,0.4709
4,3.12,15,15,0.5083
4,3.12,10,10,0.6586
1,3.12,14,14,0.4664
1,3.12,0,0,0.3462
1,3.12,0,0,0.3364
1,3.12,0,0,0.3967
1,3.12,0,0,0.3028
1,3.12,0,0,0.3612
1,3.12,0,0,0.3523
1,3.12,14,14,0.5204
1,3.12,1,1,0.5447
1,3.12,0,0,0.6344
1,3.12,0,0,0.3037
1,3.12,0,11,0.862
1,3.12,0,0,0.3527
1,3.12,0,0,0.2984
1,3.12,0,0,0.2504
1,3.12,0,0,0.2907
1,3.12,0,0,0.3427
1,3.12,14,14,0.5717
1,3.12,10,0,0.3225
1,3.12,9,9,0.5624
2,3.12,2,2,0.373
2,3.12,0,0,0.3124
2,3.12,0,0,0.2659
2,3.12,0,0,0.2723
2,3.12,0,0,0.3087
2,3.12,0,0,0.3246
2,3.12,0,0,0.2538
2,3.12,0,0,0.2898
2,3.12,0,0,0.2417
2,3.12,0,0,0.2663
2,3.12,11,11,0.6135
2,3.12,15,15,0.3943
2,3.12,1,1,0.4444
2,3.12,0,0,0.4824
2,3.12,0,0,0.2904
2,3.12,0,0,0.2889
2,3.12,15,15,0.5048
2,3.12,9,9,0.4921
2,3.12,0,0,0.2955
2,3.12,0,0,0.2618
3,3.12,0,0,0.3629
3,3.12,2,0,0.3241
3,3.12,1,1,0.3619
3,3.12,14,14,0.4439
3,3.12,9,0,0.3919
3,3.12,15,15,0.5102
3,3.12,14,14,0.414
3,3.12,0,0,0.6145
3,3.12,0,0,0.4044
3,3.12,0,0,0.604
3,3.12,9,9,0.5564
3,3.12,0,0,0.3723
3,3.12,0,0,0.5262
3,3.12,15,15,0.4799
3,3.12,11,11,0.4739
3,3.12,10,10,0.5458
3,3.12,0,0,0.4504
3,3.12,14,14,0.5044
3,3.12,9,9,0.4326
3,3.12,1,1,0.4273
4,3.12,0,0,0.3488
4,3.12,11,0,0.4122
4,3.12,0,0,0.4176
4,3.12,10,10,0.4944
4,3.12,2,2,0.4359
4,3.12,11,11,0.5052
4,3.12,11,11,0.4729
4,3.12,0,0,0.4808
4,3.12,0,0,0.2705
4,3.12,0,0,0.5041
4,3.12,0,0,0.3541
4,3.12,0,0,0.3907
4,3.12,0,0,0.4043
4,3.12,9,9,0.484
4,3.12,2,2,0.4908
4,3.12,0,0,0.4386
4,3.12,0,0,0.2828
4,3.12,11,0,0.4423
4,3.12,9,9,0.5819
4,3.12,0,0,0.7103
1,3.12,0,0,0.4642
1,3.12,9,9,0.7864
1,3.12,11,11,0.4562
1,3.12,0,0,0.3464
1,3.12,15,15,0.5198
1,3.12,0,0,0.3841
1,3.12,14,14,0.4614
1,3.12,0,0,0.3763
1,3.12,1,1,0.4444
1,3.12,1,1,0.3977
1,3.12,0,0,0.6004
1,3.12,11,11,0.4427
1,3.12,0,0,0.2899
1,3.12,11,11,0.4283
1,3.12,0,0,0.3
1,3.12,0,0,0.488
1,3.12,0,0,0.3547
1,3.12,0,0,0.3666
1,3.12,2,2,0.5481
1,3.12,14,14,0.4189
2,3.12,0,0,0.4896
2,3.12,2,2,0.4443
2,3.12,0,0,0.3087
2,3.12,0,15,0.8373
2,3.12,14,14,0.4776
2,3.12,9,9,0.5209
2,3.12,0,0,0.2938
2,3.12,0,0,0.2822
2,3.12,1,1,0.5138
2,3.12,15,15,0.5038
2,3.12,1,1,0.4242
2,3.12,0,0,0.2443
2,3.12,0,0,0.2758
2,3.12,0,0,0.2781
2,3.12,10,10,0.7079
2,3.12,15,15,0.4072
2,3.12,0,0,0.5607
2,3.12,0,11,1.1175
2,3.12,10,10,0.4957
2,3.12,9,9,0.4567
3,3.12,0,0,0.5275
3,3.12,0,0,0.4504
3,3.12,0,15,0.4147
3,3.12,1,1,0.4241
3,3.12,11,11,0.5204
3,3.12,0,0,0.4335
3,3.12,9,9,0.3841
3,3.12,0,0,0.2558
3,3.12,0,0,0.488
3,3.12,2,2,0.4299
3,3.12,0,0,0.6101
3,3.12,15,15,0.4028
3,3.12,0,14,0.6199
3,3.12,0,9,0.6965
3,3.12,0,0,0.4475
3,3.12,0,0,0.3757
3,3.12,0,0,0.3504
3,3.12,0,0,0.3316
3,3.12,0,0,0.3517
3,3.12,11,0,0.2984
4,3.12,0,0,0.4345
4,3.12,0,0,0.3197
4,3.12,1,1,0.5158
4,3.12,0,0,0.3491
4,3.12,0,0,0.3522
4,3.12,0,0,0.2931
4,3.12,0,0,0.338
4,3.12,0,0,0.3053
4,3.12,2,2,0.514
4,3.12,0,0,0.2901
4,3.12,11,11,0.6726
4,3.12,10,10,0.4891
4,3.12,0,0,0.3227
4,3.12,11,11,0.5598
4,3.12,0,0,0.5322
4,3.12,0,0,0.5154
4,3.12,1,1,0.4878
4,3.12,14,14,0.5539
4,3.12,10,10,0.4306
4,3.12,0,0,0.294
1,3.12,15,15,0.6079
1,3.12,2,2,0.4704
1,3.12,10,10,0.4706
1,3.12,0,11,0.5085
1,3.12,15,15,0.5125
1,3.12,0,0,0.3843
1,3.12,9,9,0.5159
1,3.12,1,1,0.4268
1,3.12,0,0,0.4482
1,3.12,11,11,0.4825
1,3.12,1,1,0.2801
1,3.12,0,9,0.5783
1,3.12,2,2,0.4449
1,3.12,0,0,0.3106
1,3.12,0,0,0.4092
1,3.12,0,0,0.3285
1,3.12,10,0,0.5182
1,3.12,10,10,0.4468
1,3.12,14,0,0.5048
1,3.12,15,15,0.4963
2,3.12,0,0,0.6112
2,3.12,14,14,0.5745
2,3.12,0,0,0.4341
2,3.12,0,0,0.7046
2,3.12,14,14,0.4848
2,3.12,0,0,0.3828
2,3.12,2,2,0.532
2,3.12,0,0,0.3339
2,3.12,0,14,0.6145
2,3.12,11,0,0.532
2,3.12,10,10,0.5264
2,3.12,0,0,0.5022
2,3.12,2,2,0.4903
2,3.12,14,14,0.5107
2,3.12,15,15,0.5043
2,3.12,2,2,0.4764
2,3.12,0,0,0.5081
2,3.12,11,11,0.4839
2,3.12,2,2,0.5186
2,3.12,15,15,0.6237
3,3.12,0,0,0.4824
3,3.12,10,10,0.704
3,3.12,11,11,0.5226
3,3.12,1,1,0.4798
3,3.12,10,0,0.3804
3,3.12,0,0,0.324
3,3.12,11,0,0.4037
3,3.12,0,0,0.3337
3,3.12,9,9,0.5923
3,3.12,2,2,0.5366
3,3.12,0,0,0.479
3,3.12,0,0,0.3019
3,3.12,0,0,0.3776
3,3.12,0,0,0.3112
3,3.12,15,15,0.5102
3,3.12,14,14,0.5302
3,3.12,0,0,0.3365
3,3.12,0,0,0.2686
3,3.12,0,0,0.2963
3,3.12,0,0,0.5185
4,3.12,9,9,0.6304
4,3.12,0,0,0.4027
4,3.12,2,2,0.4521
4,3.12,2,2,0.4665
4,3.12,15,15,0.7742
4,3.12,9,9,0.7164
4,3.12,0,0,0.3367
4,3.12,0,0,0.4624
4,3.12,14,14,0.5244
4,3.12,0,0,0.5524
4,3.12,0,0,0.3185
4,3.12,0,0,0.8669
4,3.12,11,11,0.4385
4,3.12,15,15,0.525
4,3.12,0,0,0.3644
4,3.12,0,0,0.372
4,3.12,0,14,0.7197
4,3.12,0,0,0.9262
4,3.12,0,14,0.5349
4,3.12,0,9,0.4844
1,3.12,0,0,0.4741
1,3.12,0,0,0.6788
1,3.12,0,0,0.3342
1,3.12,0,9,0.5756
1,3.12,15,0,0.3263
1,3.12,14,14,0.8164
1,3.12,11,11,0.522
1,3.12,10,0,0.9253
1,3.12,15,15,0.5254
1,3.12,14,0,0.5199
1,3.12,10,10,0.4818
1,3.12,1,1,0.3807
1,3.12,0,0,0.4925
1,3.12,9,0,0.448
1,3.12,0,0,1.193
1,3.12,11,11,0.4463
1,3.12,0,0,0.4864
1,3.12,15,15,0.5164
1,3.12,0,14,0.4798
1,3.12,15,0,0.4833
2,3.12,0,0,0.6121
2,3.12,0,0,0.5282
2,3.12,0,0,0.2758
2,3.12,0,0,0.2285
2,3.12,14,14,0.3843
2,3.12,15,0,0.427
2,3.12,9,14,0.6861
2,3.12,0,0,0.2838
2,3.12,0,0,0.2667
2,3.12,11,11,0.4906
2,3.12,1,1,0.5299
2,3.12,0,14,0.6521
2,3.12,1,1,0.4476
2,3.12,15,0,0.3585
2,3.12,14,14,0.5219
2,3.12,0,0,0.3897
2,3.12,11,11,0.4403
2,3.12,10,10,0.5039
2,3.12,10,0,0.4077
2,3.12,15,15,0.5119
3,3.12,11,11,0.5682
3,3.12,0,0,0.2926
3,3.12,0,0,0.3184
3,3.12,11,11,0.4918
3,3.12,2,2,0.5123
3,3.12,0,11,0.7422
3,3.12,0,0,0.3944
3,3.12,0,0,0.298
3,3.12,0,0,0.4279
3,3.12,9,0,0.5152
3,3.12,15,15,0.5102
3,3.12,0,0,0.3868
3,3.12,10,10,0.3474
3,3.12,9,0,0.3526
3,3.12,10,10,0.4883
3,3.12,9,9,0.4931
3,3.12,0,0,0.3568
3,3.12,1,1,0.5927
3,3.12,0,0,0.3472
3,3.12,0,14,0.7604
4,3.12,11,0,0.3921
4,3.12,9,9,0.4663
4,3.12,0,0,0.3445
4,3.12,0,0,0.4059
4,3.12,14,14,0.4709
4,3.12,0,0,0.3096
4,3.12,14,14,0.5304
4,3.12,0,0,0.7397
4,3.12,11,0,0.4527
4,3.12,10,10,0.7983
4,3.12,0,0,0.2989
4,3.12,10,10,0.5085
4,3.12,0,0,0.33
4,3.12,0,0,0.2841
4,3.12,15,15,0.466
4,3.12,9,9,0.4487
4,3.12,0,0,0.2929
4,3.12,2,2,0.4844
4,3.12,9,0,0.4104
4,3.12,0,0,0.3005
5,3.12,10,10,0.553
5,3.12,0,0,0.6774
5,3.12,0,0,0.4192
5,3.12,14,14,0.5075
5,3.12,0,0,0.3435
5,3.12,0,0,0.3321
5,3.12,2,2,0.596
5,3.12,0,0,0.41
5,3.12,0,0,0.3399
5,3.12,9,9,0.4222
5,3.12,1,1,0.5344
5,3.12,0,0,0.3449
5,3.12,0,0,0.5641
5,3.12,0,0,0.4306
5,3.12,14,14,0.6782
5,3.12,15,15,0.7251
5,3.12,10,10,0.4878
5,3.12,0,0,0.4345
5,3.12,0,0,0.478
5,3.12,10,10,0.5667
6,3.12,1,1,0.462
6,3.12,0,0,0.3287
6,3.12,15,15,0.5087
6,3.12,0,0,0.3164
6,3.12,10,10,0.4774
6,3.12,0,0,0.4045
6,3.12,0,0,0.3684
6,3.12,0,14,0.7423
6,3.12,0,0,0.465
6,3.12,0,0,0.5299
6,3.12,15,15,0.3899
6,3.12,0,0,0.318
6,3.12,0,11,0.5309
6,3.12,0,0,0.4669
6,3.12,0,0,0.5058
6,3.12,2,2,0.4252
6,3.12,14,14,0.5729
6,3.12,11,11,0.4563
6,3.12,14,14,0.5106
6,3.12,15,15,0.4724
7,3.12,14,14,0.5745
7,3.12,0,0,0.4525
7,3.12,0,0,0.3192
7,3.12,0,0,0.2984
7,3.12,1,0,0.3089
7,3.12,0,0,0.3643
7,3.12,0,14,0.889
7,3.12,10,10,0.5029
7,3.12,0,0,0.5627
7,3.12,9,9,0.505
7,3.12,0,0,0.4128
7,3.12,11,11,0.555
7,3.12,2,2,0.3766
7,3.12,0,0,0.3672
7,3.12,10,10,0.498
7,3.12,14,14,0.4606
7,3.12,0,0,0.4632
7,3.12,1,1,0.5342
7,3.12,15,15,0.5566
7,3.12,0,0,0.4541
8,3.12,0,0,0.4426
8,3.12,2,2,0.4217
8,3.12,10,10,0.5088
8,3.12,0,0,0.5884
8,3.12,1,1,0.4306
8,3.12,15,15,0.4007
8,3.12,9,9,0.4383
8,3.12,0,0,0.3911
8,3.12,0,0,0.3006
8,3.12,9,0,0.2865
8,3.12,0,0,0.3562
8,3.12,0,0,0.2509
8,3.12,0,0,0.4049
8,3.12,0,0,0.2679
8,3.12,10,10,0.503
8,3.12,0,0,0.2708
8,3.12,0,0,0.29
8,3.12,11,11,0.4924
8,3.12,0,0,0.3505
8,3.12,0,0,0.3985
5,3.12,0,0,0.4904
5,3.12,14,14,0.4743
5,3.12,0,0,0.3698
5,3.12,10,10,0.5836
5,3.12,11,11,0.5446
5,3.12,0,0,0.4101
5,3.12,1,1,0.4389
5,3.12,0,0,0.4305
5,3.12,14,14,0.5469
5,3.12,0,0,0.4849
5,3.12,14,14,0.5714
5,3.12,0,0,0.3003
5,3.12,14,14,0.5066
5,3.12,0,14,0.9704
5,3.12,14,14,0.473
5,3.12,0,0,0.7704
5,3.12,0,0,0.5704
5,3.12,0,14,0.8556
5,3.12,0,0,0.5422
5,3.12,10,10,0.7306
6,3.12,0,0,0.5102
6,3.12,0,0,0.5784
6,3.12,15,15,0.4455
6,3.12,0,0,0.3849
6,3.12,2,2,0.7898
6,3.12,11,11,0.6287
6,3.12,15,15,0.4686
6,3.12,15,15,0.4672
6,3.12,0,0,0.6091
6,3.12,0,0,0.4824
6,3.12,0,0,0.3447
6,3.12,9,9,0.6206
6,3.12,0,0,0.3622
6,3.12,0,0,0.5406
6,3.12,2,2,0.5779
6,3.12,0,0,0.3446
6,3.12,2,2,0.4573
6,3.12,0,0,0.5133
6,3.12,0,0,0.4074
6,3.12,0,0,0.6929
7,3.12,0,0,0.451
7,3.12,10,10,0.5842
7,3.12,14,14,0.7229
7,3.12,11,11,0.5251
7,3.12,0,0,0.344
7,3.12,1,1,0.4982
7,3.12,0,0,0.4788
7,3.12,0,0,0.419
7,3.12,0,0,0.4539
7,3.12,0,0,0.4371
7,3.12,0,14,0.5881
7,3.12,1,1,0.4184
7,3.12,0,0,0.4106
7,3.12,0,0,0.3601
7,3.12,14,14,0.5704
7,3.12,9,9,0.4642
