amplitude,location,response_location,reaction_time
3.12,3,0,0.4376
3.12,3,3,0.4142
3.12,0,0,0.3737
3.12,0,0,0.43
3.12,3,3,0.408
3.12,3,0,0.4261
3.12,3,3,0.3563
3.12,3,3,0.4996
3.12,3,0,0.3784
3.12,0,3,0.342
3.12,3,3,0.3021
3.12,3,0,0.3958
3.12,0,0,0.4495
3.12,0,3,0.404
3.12,0,0,0.3958
3.12,3,0,0.4041
3.12,0,0,0.3359
3.12,0,3,0.5637
3.12,0,0,0.4018
3.12,0,0,0.4558
3.12,3,0,0.4378
3.12,0,0,0.4597
3.12,3,3,0.2683
3.12,0,0,0.3558
3.12,3,3,0.4978
3.12,3,0,0.3698
3.12,0,0,0.4144
3.12,3,3,0.2641
3.12,3,0,0.2879
3.12,0,0,0.392
3.12,0,0,0.3821
3.12,3,3,0.232
3.12,3,3,0.2658
3.12,3,3,0.2758
3.12,0,0,0.38
3.12,3,0,0.3761
3.12,0,0,0.3261
3.12,3,3,0.2861
3.12,3,0,0.3579
3.12,3,3,0.4022
3.12,3,3,0.2705
3.12,3,0,0.2639
3.12,0,0,0.3122
3.12,3,0,0.4081
3.12,0,3,0.3961
3.12,3,0,0.3205
3.12,3,3,0.2781
3.12,0,0,0.342
3.12,0,0,0.3803
3.12,3,3,0.312
3.12,0,0,0.5197
3.12,4,4,0.3362
3.12,0,0,0.3439
3.12,0,0,0.3784
3.12,0,0,0.3678
3.12,0,0,0.4437
3.12,4,4,0.3721
3.12,4,0,0.4502
3.12,0,0,0.4428
3.12,4,0,0.3799
3.12,0,0,0.4638
3.12,4,4,0.2403
3.12,4,0,0.41
3.12,4,4,0.4921
3.12,0,0,0.4288
3.12,4,4,0.2862
3.12,4,4,0.3098
3.12,4,4,0.3738
3.12,4,4,0.3055
3.12,4,4,0.4018
3.12,4,4,0.3658
3.12,0,0,0.6656
3.12,0,0,0.4837
3.12,4,4,0.3318
3.12,0,4,0.5217
3.12,0,0,0.4321
3.12,4,4,0.3218
3.12,0,0,0.4338
3.12,0,0,0.5403
3.12,0,0,0.64
3.12,4,0,0.4242
3.12,0,4,0.33
3.12,4,4,0.4075
3.12,4,4,0.354
3.12,0,0,0.2943
3.12,4,0,0.2922
3.12,0,4,0.366
3.12,0,0,0.3002
3.12,4,4,0.3244
3.12,0,0,0.3298
3.12,0,0,0.4798
3.12,0,4,0.3744
3.12,0,0,0.4238
3.12,0,4,0.4701
3.12,0,0,0.3002
3.12,0,0,0.3142
3.12,4,4,0.2965
3.12,0,0,0.3518
3.12,4,4,0.3
3.12,4,4,0.3401
3.12,4,4,0.4418
3.12,0,0,0.3001
3.12,0,0,0.2581
3.12,4,4,0.3223
3.12,0,0,0.4095
3.12,0,0,0.4358
3.12,4,4,0.3918
3.12,0,0,0.6039
3.12,4,4,0.4618
3.12,0,4,0.5897
3.12,5,5,0.4004
3.12,0,0,0.3463
3.12,0,0,0.3741
3.12,0,0,0.6039
3.12,0,5,0.3262
3.12,5,0,0.4617
3.12,0,5,0.4157
3.12,5,0,0.4439
3.12,5,5,0.2699
3.12,5,0,0.3841
3.12,0,0,0.3183
3.12,5,5,0.398
3.12,0,0,0.328
3.12,0,0,0.3521
3.12,5,0,0.5567
3.12,0,5,0.4982
3.12,0,5,0.496
3.12,5,5,0.2961
3.12,5,5,0.3597
3.12,5,5,0.3241
3.12,0,0,0.3301
3.12,0,0,0.3705
3.12,5,5,0.48
3.12,0,0,0.5438
3.12,0,0,0.3904
3.12,5,5,0.3778
3.12,0,0,0.4138
3.12,5,5,0.4639
3.12,0,0,0.4167
3.12,0,5,0.5082
3.12,0,0,0.7009
3.12,5,5,0.4028
3.12,0,0,0.3585
3.12,5,5,0.3944
3.12,5,5,0.4079
3.12,5,0,0.3141
3.12,5,5,0.5037
3.12,0,0,0.342
3.12,0,5,0.354
3.12,0,5,0.3758
3.12,5,5,0.3541
3.12,5,5,0.3862
3.12,5,0,0.5339
3.12,0,0,0.4738
3.12,0,0,0.386
3.12,5,0,0.382
3.12,0,0,0.3521
3.12,5,5,0.504
3.12,5,5,0.3981
3.12,0,0,0.4498
3.12,0,0,0.3804
3.12,5,5,0.5797
3.12,0,0,0.3843
3.12,0,0,0.306
3.12,5,5,0.3139
3.12,0,0,0.3704
3.12,0,0,0.238
3.12,5,5,0.256
3.12,0,5,0.4359
3.12,0,0,0.398
3.12,6,6,0.4103
3.12,0,0,0.37
3.12,6,0,0.3458
3.12,0,0,0.5759
3.12,6,6,0.3083
3.12,6,6,0.3081
3.12,0,0,0.4018
3.12,6,6,0.4297
3.12,0,0,0.456
3.12,0,0,0.3945
3.12,6,6,0.3981
3.12,0,0,0.4077
3.12,0,0,0.2998
3.12,6,0,0.3141
3.12,6,6,0.3124
3.12,0,0,0.3741
3.12,0,0,0.4261
3.12,6,6,0.3978
3.12,0,0,0.3937
3.12,6,6,0.4198
3.12,0,6,0.6155
3.12,0,0,0.3779
3.12,0,0,0.4278
3.12,0,0,0.2619
3.12,0,0,0.4197
3.12,0,0,0.3781
3.12,6,6,0.3261
3.12,0,0,0.4217
3.12,0,0,0.408
3.12,6,6,0.3637
3.12,6,6,0.5602
3.12,0,0,0.4047
3.12,6,0,0.5584
3.12,6,6,0.3738
3.12,6,0,0.4817
3.12,6,6,0.3941
3.12,6,6,0.428
3.12,0,0,0.5237
3.12,0,0,0.5397
3.12,6,6,0.4581
3.12,6,6,0.3881
3.12,6,6,0.3681
3.12,0,0,0.324
3.12,0,0,0.3706
3.12,6,6,0.4959
3.12,6,0,0.5819
3.12,6,6,0.4984
3.12,0,0,0.464
3.12,6,0,0.4978
3.12,0,6,0.6256
3.12,6,0,0.4278
3.12,0,0,0.4215
3.12,6,6,0.5179
3.12,0,0,0.3902
3.12,6,6,0.4517
3.12,0,0,0.3081
3.12,0,6,0.4982
3.12,0,0,0.4422
3.12,6,6,0.6177
3.12,6,6,0.3498
3.12,7,7,0.3719
3.12,0,0,0.5304
3.12,7,0,0.544
3.12,0,0,0.55
3.12,7,7,0.3222
3.12,7,7,0.3857
3.12,0,0,0.3517
3.12,7,7,0.3264
3.12,7,7,0.2462
3.12,7,7,0.2619
3.12,7,7,0.3761
3.12,7,7,0.478
3.12,0,0,0.3738
3.12,7,7,0.4095
3.12,0,0,0.5641
3.12,7,7,0.4657
3.12,0,7,0.6336
3.12,0,0,0.388
3.12,7,7,0.4717
3.12,0,0,0.4737
3.12,0,7,0.5699
3.12,7,7,0.5038
3.12,0,0,0.4877
3.12,7,7,0.534
3.12,7,7,0.7478
3.12,7,7,0.5041
3.12,0,0,0.5297
3.12,7,7,0.4158
3.12,0,0,0.3543
3.12,7,7,0.3839
3.12,0,0,0.4544
3.12,0,0,0.374
3.12,7,7,0.4114
3.12,7,0,0.286
3.12,0,0,0.4939
3.12,0,0,0.3178
3.12,7,7,0.4443
3.12,7,0,0.374
3.12,0,0,0.291
3.12,7,7,0.3301
3.12,0,0,0.3364
3.12,7,0,0.2461
3.12,0,0,0.2938
3.12,0,0,0.278
3.12,7,7,0.5039
3.12,0,0,0.3758
3.12,0,0,0.4898
3.12,7,7,0.6019
3.12,0,0,0.39
3.12,7,7,0.41
3.12,0,0,0.382
3.12,7,7,0.4342
3.12,0,0,0.5077
3.12,0,0,0.5296
3.12,0,0,0.7435
3.12,7,7,0.3898
3.12,7,7,0.7379
3.12,7,7,0.7436
3.12,7,7,0.3641
3.12,7,0,0.4838
3.12,8,8,0.4759
3.12,8,8,0.388
3.12,0,0,0.3279
3.12,8,0,0.5518
3.12,0,8,0.4218
3.12,0,0,0.3378
3.12,0,0,0.2781
3.12,0,0,0.336
3.12,8,0,0.3418
3.12,0,0,0.34
3.12,0,8,0.5962
3.12,8,8,0.368
3.12,8,0,0.3874
3.12,0,0,0.5517
3.12,0,0,0.3577
3.12,8,8,0.5618
3.12,8,8,0.3841
3.12,8,0,0.4338
3.12,8,8,0.3743
3.12,0,0,0.3923
3.12,8,8,0.3804
3.12,8,8,0.4217
3.12,0,0,0.382
3.12,0,0,0.496
3.12,0,0,0.3378
3.12,8,8,0.6776
3.12,8,8,0.536
3.12,0,0,0.23
3.12,8,8,0.4498
3.12,0,0,0.3223
3.12,0,0,0.4759
3.12,0,0,0.2839
3.12,8,0,0.4042
3.12,8,8,0.3521
3.12,8,0,0.3902
3.12,8,8,0.2823
3.12,8,0,0.6577
3.12,0,8,0.394
3.12,8,8,0.2918
3.12,8,8,0.2441
3.12,8,0,0.4442
3.12,0,0,0.4388
3.12,8,8,0.3757
3.12,0,0,0.3618
3.12,8,8,0.3741
3.12,8,8,0.3721
3.12,0,0,0.3707
3.12,0,0,0.4325
3.12,8,8,0.7318
3.12,0,0,0.4978
3.12,0,0,0.5521
3.12,0,8,0.54
3.12,8,8,0.3942
3.12,8,0,0.6459
3.12,0,0,0.4067
3.12,0,0,0.3784
3.12,8,8,0.3022
3.12,0,0,0.4763
3.12,8,8,0.5262
3.12,0,0,0.4984
3.12,0,0,0.3448
3.12,9,9,0.2698
3.12,9,0,0.408
3.12,0,0,0.2302
3.12,9,9,0.2478
3.12,0,0,0.3081
3.12,9,9,0.3538
3.12,9,9,0.3118
3.12,0,0,0.3058
3.12,9,9,0.5397
3.12,9,9,0.2759
3.12,9,0,0.3381
3.12,0,0,0.4241
3.12,0,0,0.37
3.12,9,9,0.302
3.12,0,0,0.3738
3.12,0,0,0.3937
3.12,9,9,0.4937
3.12,9,0,0.3262
3.12,0,0,0.4039
3.12,0,0,0.3038
3.12,0,0,0.264
3.12,0,0,0.3386
3.12,9,9,0.3119
3.12,9,9,0.286
3.12,9,9,0.222
3.12,9,9,0.352
3.12,9,0,0.446
3.12,0,9,0.3519
3.12,9,9,0.4038
3.12,0,0,0.5124
3.12,9,9,0.3841
3.12,0,0,0.3565
3.12,0,0,0.4639
3.12,0,0,0.2401
3.12,0,0,0.2581
3.12,0,0,0.2103
3.12,9,9,0.3359
3.12,9,9,0.43
3.12,9,9,0.4261
3.12,9,9,0.444
3.12,9,9,0.3758
3.12,0,0,0.2902
3.12,0,0,0.2841
3.12,0,0,0.2623
3.12,0,0,0.2064
3.12,9,9,0.288
3.12,9,9,0.426
3.12,0,0,0.2763
3.12,9,9,0.4361
3.12,9,9,0.5257
3.12,0,0,0.3081
3.12,9,9,0.3782
3.12,9,0,0.3197
3.12,9,9,0.3899
3.12,9,9,0.3762
3.12,0,0,0.3418
3.12,9,9,0.37
3.12,9,9,0.4138
3.12,0,0,0.418
3.12,10,10,0.3206
3.12,0,0,0.312
3.12,10,10,0.3898
3.12,0,0,0.314
3.12,10,10,0.37
3.12,0,0,0.3203
3.12,10,10,0.486
3.12,10,10,0.43
3.12,0,0,0.2739
3.12,10,10,0.4418
3.12,10,0,0.3718
3.12,10,10,0.312
3.12,0,0,0.3438
3.12,10,10,0.2918
3.12,10,10,0.4138
3.12,10,10,0.3459
3.12,0,10,0.3038
3.12,10,10,0.3258
3.12,10,0,0.5
3.12,10,10,0.2938
3.12,10,10,0.3577
3.12,0,0,0.3558
3.12,10,10,0.262
3.12,0,0,0.3279
3.12,0,0,0.3918
3.12,0,0,0.3958
3.12,0,0,0.4338
3.12,0,0,0.3798
3.12,0,0,0.456
3.12,0,10,0.5679
3.12,10,10,0.3204
3.12,10,10,0.3742
3.12,0,0,0.3466
3.12,10,10,0.4242
3.12,0,0,0.3065
3.12,0,0,0.442
3.12,10,10,0.4744
3.12,0,0,0.546
3.12,0,0,0.4658
3.12,0,10,0.57
3.12,10,10,0.2859
3.12,10,10,0.392
3.12,0,0,0.49
3.12,10,10,0.4183
3.12,10,10,0.4857
3.12,10,10,0.3978
3.12,10,10,0.5617
3.12,10,10,0.406
3.12,0,0,0.4247
3.12,10,10,0.3949
3.12,10,0,0.4837
3.12,0,10,0.3498
3.12,10,10,0.3808
3.12,0,0,0.466
3.12,0,0,0.3463
3.12,10,10,0.4078
3.12,10,10,0.4258
3.12,10,10,0.2459
3.12,10,0,0.358
3.12,10,10,0.2785
3.12,0,0,0.345
3.12,0,0,0.2364
3.12,0,0,0.3041
3.12,0,0,0.2621
3.12,0,0,0.2619
3.12,11,11,0.3661
3.12,11,11,0.2825
3.12,0,0,0.3703
3.12,0,0,0.47
3.12,11,11,0.5097
3.12,0,11,0.4877
3.12,11,11,0.4798
3.12,11,11,0.3518
3.12,11,11,0.2881
3.12,0,0,0.2497
3.12,11,11,0.3297
3.12,11,11,0.4341
3.12,0,0,0.291
3.12,11,11,0.2981
3.12,0,11,0.8015
3.12,0,0,0.502
3.12,11,11,0.3857
3.12,11,11,0.2898
3.12,11,11,0.2741
3.12,0,0,0.4578
3.12,11,11,0.3378
3.12,0,0,0.3516
3.12,11,11,0.3741
3.12,0,0,0.3081
3.12,0,0,0.3078
3.12,11,11,0.2904
3.12,11,11,0.2358
3.12,0,0,0.3401
3.12,11,11,0.2818
3.12,11,11,0.6577
3.12,0,0,0.4741
3.12,0,0,0.3158
3.12,11,11,0.4099
3.12,11,11,0.4779
3.12,11,11,0.5899
3.12,0,0,0.6196
3.12,11,11,0.4122
3.12,0,0,0.526
3.12,0,0,1.0217
3.12,0,0,0.426
3.12,0,0,0.434
3.12,11,11,0.4378
3.12,11,11,0.7018
3.12,0,0,0.6037
3.12,0,0,0.4482
3.12,0,0,0.3762
3.12,0,0,0.3978
3.12,11,11,0.4565
3.12,0,0,0.364
3.12,0,0,0.3681
3.12,11,11,0.6759
3.12,0,0,0.316
3.12,11,11,0.5079
3.12,0,0,0.4438
3.12,0,0,0.3981
3.12,12,0,0.4603
3.12,12,12,0.2319
3.12,0,0,0.3418
3.12,12,0,0.4119
3.12,12,12,0.3338
3.12,0,0,0.3101
3.12,0,0,0.6219
3.12,12,12,0.4401
3.12,12,12,0.6915
3.12,12,0,0.3233
3.12,0,12,0.5064
3.12,12,0,0.2979
3.12,12,12,0.2661
3.12,12,12,0.2119
3.12,0,0,0.3197
3.12,12,12,0.3262
3.12,12,12,0.3161
3.12,0,0,0.3067
3.12,0,0,0.4841
3.12,0,0,0.4025
3.12,12,12,0.3358
3.12,0,0,0.3398
3.12,12,12,0.2901
3.12,0,0,0.3461
3.12,12,12,0.3756
3.12,12,12,0.4942
3.12,12,0,0.3758
3.12,0,0,0.3001
3.12,0,12,0.5477
3.12,12,12,0.4835
3.12,12,0,0.7238
3.12,12,0,0.2679
3.12,12,12,0.4458
3.12,12,12,0.5204
3.12,0,0,0.5978
3.12,0,0,0.4426
3.12,0,0,0.6124
3.12,12,0,0.63
3.12,0,0,0.4
3.12,12,12,0.3476
3.12,0,0,0.4178
3.12,12,12,0.3642
3.12,12,12,0.4518
3.12,0,0,0.6137
3.12,12,12,0.6079
3.12,0,0,0.5698
3.12,0,0,0.4781
3.12,0,0,0.4907
3.12,12,12,0.3861
3.12,0,0,0.3898
3.12,0,0,0.2661
3.12,0,0,0.3081
3.12,12,12,0.8214
3.12,0,0,0.4398
3.12,12,12,0.5278
3.12,12,12,0.6475
3.12,12,0,0.5022
3.12,12,12,0.5438
3.12,12,12,0.3839
3.12,0,0,0.4201
3.12,0,0,0.3701
3.12,0,0,0.3597
3.12,13,0,0.276
3.12,0,0,0.3719
3.12,13,0,0.344
3.12,0,0,0.3836
3.12,13,0,0.3981
3.12,0,0,0.2622
3.12,0,0,0.2721
3.12,13,0,0.6599
3.12,0,0,0.2364
3.12,13,13,0.3261
3.12,0,0,0.3402
3.12,13,0,0.4278
3.12,0,0,0.248
3.12,13,13,0.3561
3.12,0,0,0.3426
3.12,0,0,0.2279
3.12,13,13,0.2897
3.12,0,0,0.3059
3.12,13,13,0.474
3.12,13,0,0.3318
3.12,13,0,0.3542
3.12,0,0,0.3918
3.12,0,0,0.3639
3.12,13,0,0.3441
3.12,0,0,0.404
3.12,13,13,0.3736
3.12,0,0,0.4381
3.12,0,0,0.2802
3.12,0,0,0.43
3.12,0,0,0.2546
3.12,0,0,0.5919
3.12,13,0,0.4442
3.12,0,0,0.3421
3.12,0,0,0.3863
3.12,0,0,0.4956
3.12,13,13,0.4822
3.12,0,0,0.364
3.12,0,0,0.3341
3.12,0,0,0.6539
3.12,0,0,0.3108
3.12,13,0,0.216
3.12,0,0,0.2503
3.12,13,0,0.3081
3.12,13,0,1.5498
3.12,0,0,0.2918
3.12,0,0,0.3161
3.12,13,0,0.2261
3.12,13,0,0.38
3.12,0,0,0.4403
3.12,0,0,0.2979
3.12,0,0,0.4403
3.12,0,0,0.4399
3.12,0,0,0.2979
3.12,0,0,0.3558
3.12,0,0,0.33
3.12,13,13,0.2267
3.12,0,0,0.3322
3.12,13,13,0.5067
3.12,0,0,0.4985
3.12,0,0,0.289
3.12,14,14,0.3446
3.12,0,0,0.3341
3.12,14,14,0.3323
3.12,14,14,0.576
3.12,14,14,0.3899
3.12,0,0,0.3858
3.12,14,14,0.3099
3.12,0,0,0.3958
3.12,0,0,0.2901
3.12,0,0,0.232
3.12,0,0,0.306
3.12,14,14,0.2981
3.12,0,0,0.3122
3.12,0,0,0.3378
3.12,0,0,0.2419
3.12,14,14,0.3081
3.12,0,14,0.4519
3.12,0,0,0.3878
3.12,14,14,0.362
3.12,14,14,0.5099
3.12,0,0,0.4299
3.12,0,0,0.2084
3.12,14,14,0.2662
3.12,14,14,0.3161
3.12,0,0,0.3388
3.12,0,0,0.2801
3.12,14,14,0.2241
3.12,0,0,0.2841
3.12,14,0,0.444
3.12,0,0,0.2722
3.12,0,0,0.3518
3.12,14,0,0.3003
3.12,14,14,0.326
3.12,14,14,0.2203
3.12,14,0,0.2981
3.12,0,0,0.3278
3.12,0,0,0.2961
3.12,14,0,0.2781
3.12,0,0,0.36
3.12,0,0,0.2783
3.12,14,14,0.3484
3.12,14,14,0.412
3.12,14,14,0.3177
3.12,0,0,0.2779
3.12,14,14,0.3818
3.12,0,0,0.3299
3.12,0,0,0.2742
3.12,14,14,0.26
3.12,14,14,0.47
3.12,14,14,0.3278
3.12,14,14,0.2698
3.12,14,14,0.2898
3.12,0,0,0.2259
3.12,14,14,0.3238
3.12,14,14,0.346
3.12,14,14,0.3357
3.12,0,0,0.2718
3.12,0,0,0.2919
3.12,15,0,0.3284
3.12,0,0,0.406
3.12,0,15,0.346
3.12,15,15,0.408
3.12,0,0,0.3638
3.12,0,0,0.312
3.12,0,0,0.3704
3.12,0,0,0.3101
3.12,0,0,0.2532
3.12,0,0,0.3265
3.12,15,15,0.3402
3.12,15,15,0.3721
3.12,0,0,0.4017
3.12,0,0,0.2281
3.12,0,0,0.5221
3.12,15,0,0.3841
3.12,0,0,0.292
3.12,0,0,0.4183
3.12,0,0,0.384
3.12,0,0,0.2929
3.12,15,15,0.3567
3.12,15,0,0.3844
3.12,15,0,0.3204
3.12,0,0,0.3302
3.12,0,0,0.3361
3.12,15,15,0.3021
3.12,0,0,0.3561
3.12,0,0,0.2918
3.12,15,15,0.3161
3.12,15,15,0.3738
3.12,0,0,0.5459
3.12,0,0,0.2701
3.12,15,15,0.2697
3.12,15,15,0.4018
3.12,15,15,0.3259
3.12,15,15,0.2759
3.12,0,0,0.3078
3.12,0,0,0.308
3.12,0,0,0.4683
3.12,0,15,0.3359
3.12,15,15,0.3141
3.12,15,0,0.36
3.12,15,15,0.316
3.12,15,15,0.412
3.12,0,0,0.3999
3.12,15,15,0.3803
3.12,15,15,0.5036
3.12,15,0,0.4375
3.12,15,15,0.2479
3.12,0,0,0.57
3.12,15,15,0.3498
3.12,15,15,0.35
3.12,15,15,0.2675
3.12,15,15,0.3483
3.12,15,15,0.3361
3.12,15,15,0.2201
3.12,15,15,0.1861
3.12,15,0,0.2123
3.12,15,15,0.2422
3.12,15,0,0.4934
3.12,16,16,0.434
3.12,0,0,0.3522
3.12,0,0,0.4263
3.12,0,16,0.3801
3.12,0,0,0.6059
3.12,16,0,0.3763
3.12,16,16,0.3908
3.12,16,16,0.3463
3.12,16,0,0.3118
3.12,16,16,0.3039
3.12,16,16,0.3582
3.12,16,0,0.3183
3.12,16,0,0.3661
3.12,0,0,0.3673
3.12,0,0,0.4621
3.12,0,0,0.303
3.12,16,16,0.464
3.12,0,0,0.3521
3.12,0,0,0.3345
3.12,16,0,0.388
3.12,0,0,0.4009
3.12,0,0,0.4677
3.12,0,0,0.468
3.12,16,16,0.5226
3.12,16,16,0.4341
3.12,16,16,0.3958
3.12,16,16,0.27
3.12,0,0,0.3121
3.12,16,16,0.2861
3.12,16,0,0.5201
3.12,0,0,0.5381
3.12,0,16,0.3282
3.12,0,0,0.4551
3.12,16,16,0.3239
3.12,0,0,0.3578
3.12,0,0,0.4099
3.12,0,0,0.4279
3.12,0,16,0.2962
3.12,16,0,0.2159
3.12,0,0,0.388
3.12,0,0,0.2884
3.12,0,0,0.2404
3.12,16,16,0.322
3.12,16,0,0.2963
3.12,0,0,0.3118
3.12,16,16,0.406
3.12,16,16,0.248
3.12,16,16,0.3318
3.12,0,0,0.3059
3.12,16,0,0.2561
3.12,16,16,0.2723
3.12,0,16,0.3202
3.12,16,16,0.2959
3.12,16,16,0.3917
3.12,0,0,0.2934
3.12,16,0,0.2838
3.12,0,16,0.3519
3.12,0,0,0.4262
3.12,0,16,0.3257
3.12,16,16,0.3238
3.12,17,0,0.5163
3.12,17,0,0.4421
3.12,0,17,0.4979
3.12,17,0,0.3619
3.12,0,0,0.326
3.12,17,0,0.4378
3.12,0,0,0.3182
3.12,0,17,0.4214
3.12,17,17,0.3519
3.12,17,17,0.334
3.12,17,17,0.2943
3.12,17,17,0.488
3.12,17,0,0.6077
3.12,17,0,0.402
3.12,0,17,0.5819
3.12,0,0,0.3939
3.12,17,0,0.398
3.12,17,0,0.516
3.12,0,0,0.4122
3.12,17,0,0.3841
3.12,17,17,0.2459
3.12,0,17,0.368
3.12,0,0,0.3321
3.12,0,0,0.6896
3.12,0,17,0.5444
3.12,0,0,0.558
3.12,0,0,0.4139
3.12,0,17,0.6241
3.12,0,0,0.6579
3.12,17,17,0.4837
3.12,17,0,0.4777
3.12,0,0,0.5797
3.12,0,0,0.4599
3.12,0,17,0.278
3.12,17,17,0.44
3.12,0,0,0.3306
3.12,17,0,0.3141
3.12,17,17,0.3524
3.12,17,17,0.3323
3.12,17,17,0.4659
3.12,17,17,0.4585
3.12,17,17,0.6676
3.12,17,0,0.3164
3.12,17,17,0.5279
3.12,0,0,0.53
3.12,17,17,0.4159
3.12,17,17,0.5139
3.12,17,17,0.4558
3.12,17,17,0.4485
3.12,17,0,0.6178
3.12,17,17,0.4858
3.12,17,0,0.4855
3.12,0,17,0.4517
3.12,0,0,0.4824
3.12,0,0,0.3881
3.12,0,17,0.344
3.12,17,0,0.2958
3.12,0,0,0.344
3.12,0,17,0.4001
3.12,17,0,0.3941
3.12,18,18,0.4588
3.12,18,0,0.4204
3.12,18,0,0.3668
3.12,18,18,0.3221
3.12,0,0,0.352
3.12,0,0,0.3561
3.12,18,0,0.5623
3.12,18,18,0.3742
3.12,0,0,0.6395
3.12,18,18,0.366
3.12,18,18,0.344
3.12,0,0,0.4619
3.12,0,0,0.3284
3.12,18,0,0.6003
3.12,0,0,0.3463
3.12,0,0,0.4418
3.12,0,0,0.3964
3.12,0,0,0.4317
3.12,18,18,0.4658
3.12,18,18,0.316
3.12,18,0,0.4977
3.12,0,0,0.4259
3.12,18,0,0.4441
3.12,18,0,0.4599
3.12,18,18,0.3479
3.12,18,0,0.2999
3.12,18,18,0.4041
3.12,18,18,0.4379
3.12,0,0,0.3976
3.12,18,18,0.346
3.12,0,0,0.42
3.12,18,0,0.3361
3.12,0,0,0.4838
3.12,0,0,0.3301
3.12,18,0,0.3518
3.12,0,18,0.342
3.12,0,0,0.3639
3.12,18,0,0.2643
3.12,0,0,0.2638
3.12,18,18,0.418
3.12,18,0,0.2762
3.12,18,18,0.3394
3.12,0,0,0.4018
3.12,0,18,0.4837
3.12,0,0,0.3819
3.12,18,0,0.2801
3.12,0,0,0.4799
3.12,18,18,0.376
3.12,0,18,0.3462
3.12,0,0,0.49
3.12,0,0,0.4399
3.12,0,18,0.4661
3.12,0,0,0.3305
3.12,0,18,0.3798
3.12,0,0,0.3598
3.12,0,0,0.412
3.12,0,18,0.444
3.12,18,18,0.4299
3.12,0,0,0.314
3.12,18,18,0.3604
3.12,19,0,0.3499
3.12,19,0,0.6199
3.12,19,0,0.3498
3.12,19,0,0.3641
3.12,0,0,0.3541
3.12,0,0,0.3841
3.12,19,19,0.374
3.12,19,0,0.4437
3.12,0,0,0.3621
