session,amplitude,location,response_location,reaction_time
1,3.12,2,2,0.2464
1,3.12,2,2,0.2718
1,3.12,2,2,0.2781
2,3.12,2,2,0.4398
2,3.12,2,2,0.2359
2,3.12,2,2,0.3099
2,3.12,2,2,0.2978
2,3.12,0,0,0.2723
2,3.12,0,0,0.2563
2,3.12,2,0,0.3461
2,3.12,0,0,0.1897
2,3.12,2,2,0.28
2,3.12,0,0,0.3841
2,3.12,2,2,0.316
2,3.12,0,0,0.4338
2,3.12,0,0,0.5237
2,3.12,2,2,0.2418
2,3.12,2,2,0.416
2,3.12,2,2,0.2759
2,3.12,2,2,0.2838
2,3.12,0,2,0.3401
2,3.12,0,2,0.5439
2,3.12,0,0,0.4779
2,3.12,2,2,0.3163
2,3.12,0,0,0.4041
2,3.12,2,2,0.383
2,3.12,0,0,0.3659
2,3.12,2,2,0.3598
2,3.12,2,0,0.39
2,3.12,2,2,0.282
2,3.12,2,0,0.442
2,3.12,0,0,0.3763
2,3.12,0,2,0.3719
1,3.12,0,0,0.4062
1,3.12,0,3,0.496
1,3.12,3,0,0.44
1,3.12,3,3,0.3697
1,3.12,3,3,0.4161
1,3.12,3,0,0.3937
1,3.12,3,0,0.462
1,3.12,3,0,0.424
1,3.12,3,3,0.3938
1,3.12,3,3,0.4278
1,3.12,3,0,0.4376
1,3.12,3,3,0.4142
1,3.12,0,0,0.3737
1,3.12,0,0,0.43
1,3.12,3,3,0.408
1,3.12,3,0,0.4261
1,3.12,3,3,0.3563
1,3.12,3,3,0.4996
1,3.12,3,0,0.3784
1,3.12,0,3,0.342
1,3.12,3,3,0.3021
1,3.12,3,0,0.3958
1,3.12,0,0,0.4495
1,3.12,0,3,0.404
1,3.12,0,0,0.3958
1,3.12,3,0,0.4041
1,3.12,0,0,0.3359
1,3.12,0,3,0.5637
1,3.12,0,0,0.4018
1,3.12,0,0,0.4558
2,3.12,3,0,0.4378
2,3.12,0,0,0.4597
2,3.12,3,3,0.2683
2,3.12,0,0,0.3558
2,3.12,3,3,0.4978
2,3.12,3,0,0.3698
2,3.12,0,0,0.4144
2,3.12,3,3,0.2641
2,3.12,3,0,0.2879
2,3.12,0,0,0.392
2,3.12,0,0,0.3821
2,3.12,3,3,0.232
2,3.12,3,3,0.2658
2,3.12,3,3,0.2758
2,3.12,0,0,0.38
2,3.12,3,0,0.3761
2,3.12,0,0,0.3261
2,3.12,3,3,0.2861
2,3.12,3,0,0.3579
2,3.12,3,3,0.4022
2,3.12,3,3,0.2705
2,3.12,3,0,0.2639
2,3.12,0,0,0.3122
2,3.12,3,0,0.4081
2,3.12,0,3,0.3961
2,3.12,3,0,0.3205
2,3.12,3,3,0.2781
2,3.12,0,0,0.342
2,3.12,0,0,0.3803
2,3.12,3,3,0.312
1,3.12,0,0,0.5197
1,3.12,4,4,0.3362
1,3.12,0,0,0.3439
1,3.12,0,0,0.3784
1,3.12,0,0,0.3678
1,3.12,0,0,0.4437
1,3.12,4,4,0.3721
1,3.12,4,0,0.4502
1,3.12,0,0,0.4428
1,3.12,4,0,0.3799
1,3.12,0,0,0.4638
1,3.12,4,4,0.2403
1,3.12,4,0,0.41
1,3.12,4,4,0.4921
1,3.12,0,0,0.4288
1,3.12,4,4,0.2862
1,3.12,4,4,0.3098
1,3.12,4,4,0.3738
1,3.12,4,4,0.3055
1,3.12,4,4,0.4018
1,3.12,4,4,0.3658
1,3.12,0,0,0.6656
1,3.12,0,0,0.4837
1,3.12,4,4,0.3318
1,3.12,0,4,0.5217
1,3.12,0,0,0.4321
1,3.12,4,4,0.3218
1,3.12,0,0,0.4338
1,3.12,0,0,0.5403
1,3.12,0,0,0.64
2,3.12,4,0,0.4242
2,3.12,0,4,0.33
2,3.12,4,4,0.4075
2,3.12,4,4,0.354
2,3.12,0,0,0.2943
2,3.12,4,0,0.2922
2,3.12,0,4,0.366
2,3.12,0,0,0.3002
2,3.12,4,4,0.3244
2,3.12,0,0,0.3298
2,3.12,0,0,0.4798
2,3.12,0,4,0.3744
2,3.12,0,0,0.4238
2,3.12,0,4,0.4701
2,3.12,0,0,0.3002
2,3.12,0,0,0.3142
2,3.12,4,4,0.2965
2,3.12,0,0,0.3518
2,3.12,4,4,0.3
2,3.12,4,4,0.3401
2,3.12,4,4,0.4418
2,3.12,0,0,0.3001
2,3.12,0,0,0.2581
2,3.12,4,4,0.3223
2,3.12,0,0,0.4095
2,3.12,0,0,0.4358
2,3.12,4,4,0.3918
2,3.12,0,0,0.6039
2,3.12,4,4,0.4618
2,3.12,0,4,0.5897
1,3.12,5,5,0.4004
1,3.12,0,0,0.3463
1,3.12,0,0,0.3741
1,3.12,0,0,0.6039
1,3.12,0,5,0.3262
1,3.12,5,0,0.4617
1,3.12,0,5,0.4157
1,3.12,5,0,0.4439
1,3.12,5,5,0.2699
1,3.12,5,0,0.3841
1,3.12,0,0,0.3183
1,3.12,5,5,0.398
1,3.12,0,0,0.328
1,3.12,0,0,0.3521
1,3.12,5,0,0.5567
1,3.12,0,5,0.4982
1,3.12,0,5,0.496
1,3.12,5,5,0.2961
1,3.12,5,5,0.3597
1,3.12,5,5,0.3241
1,3.12,0,0,0.3301
1,3.12,0,0,0.3705
1,3.12,5,5,0.48
1,3.12,0,0,0.5438
1,3.12,0,0,0.3904
1,3.12,5,5,0.3778
1,3.12,0,0,0.4138
1,3.12,5,5,0.4639
1,3.12,0,0,0.4167
1,3.12,0,5,0.5082
2,3.12,0,0,0.7009
2,3.12,5,5,0.4028
2,3.12,0,0,0.3585
2,3.12,5,5,0.3944
2,3.12,5,5,0.4079
2,3.12,5,0,0.3141
2,3.12,5,5,0.5037
2,3.12,0,0,0.342
2,3.12,0,5,0.354
2,3.12,0,5,0.3758
2,3.12,5,5,0.3541
2,3.12,5,5,0.3862
2,3.12,5,0,0.5339
2,3.12,0,0,0.4738
2,3.12,0,0,0.386
2,3.12,5,0,0.382
2,3.12,0,0,0.3521
2,3.12,5,5,0.504
2,3.12,5,5,0.3981
2,3.12,0,0,0.4498
2,3.12,0,0,0.3804
2,3.12,5,5,0.5797
2,3.12,0,0,0.3843
2,3.12,0,0,0.306
2,3.12,5,5,0.3139
2,3.12,0,0,0.3704
2,3.12,0,0,0.238
2,3.12,5,5,0.256
2,3.12,0,5,0.4359
2,3.12,0,0,0.398
1,3.12,6,6,0.4103
1,3.12,0,0,0.37
1,3.12,6,0,0.3458
1,3.12,0,0,0.5759
1,3.12,6,6,0.3083
1,3.12,6,6,0.3081
1,3.12,0,0,0.4018
1,3.12,6,6,0.4297
1,3.12,0,0,0.456
1,3.12,0,0,0.3945
1,3.12,6,6,0.3981
1,3.12,0,0,0.4077
1,3.12,0,0,0.2998
1,3.12,6,0,0.3141
1,3.12,6,6,0.3124
1,3.12,0,0,0.3741
1,3.12,0,0,0.4261
1,3.12,6,6,0.3978
1,3.12,0,0,0.3937
1,3.12,6,6,0.4198
1,3.12,0,6,0.6155
1,3.12,0,0,0.3779
1,3.12,0,0,0.4278
1,3.12,0,0,0.2619
1,3.12,0,0,0.4197
1,3.12,0,0,0.3781
1,3.12,6,6,0.3261
1,3.12,0,0,0.4217
1,3.12,0,0,0.408
1,3.12,6,6,0.3637
2,3.12,6,6,0.5602
2,3.12,0,0,0.4047
2,3.12,6,0,0.5584
2,3.12,6,6,0.3738
2,3.12,6,0,0.4817
2,3.12,6,6,0.3941
2,3.12,6,6,0.428
2,3.12,0,0,0.5237
2,3.12,0,0,0.5397
2,3.12,6,6,0.4581
2,3.12,6,6,0.3881
2,3.12,6,6,0.3681
2,3.12,0,0,0.324
2,3.12,0,0,0.3706
2,3.12,6,6,0.4959
2,3.12,6,0,0.5819
2,3.12,6,6,0.4984
2,3.12,0,0,0.464
2,3.12,6,0,0.4978
2,3.12,0,6,0.6256
2,3.12,6,0,0.4278
2,3.12,0,0,0.4215
2,3.12,6,6,0.5179
2,3.12,0,0,0.3902
2,3.12,6,6,0.4517
2,3.12,0,0,0.3081
2,3.12,0,6,0.4982
2,3.12,0,0,0.4422
2,3.12,6,6,0.6177
2,3.12,6,6,0.3498
1,3.12,7,7,0.3719
1,3.12,0,0,0.5304
1,3.12,7,0,0.544
1,3.12,0,0,0.55
1,3.12,7,7,0.3222
1,3.12,7,7,0.3857
1,3.12,0,0,0.3517
1,3.12,7,7,0.3264
1,3.12,7,7,0.2462
1,3.12,7,7,0.2619
1,3.12,7,7,0.3761
1,3.12,7,7,0.478
1,3.12,0,0,0.3738
1,3.12,7,7,0.4095
1,3.12,0,0,0.5641
1,3.12,7,7,0.4657
1,3.12,0,7,0.6336
1,3.12,0,0,0.388
1,3.12,7,7,0.4717
1,3.12,0,0,0.4737
1,3.12,0,7,0.5699
1,3.12,7,7,0.5038
1,3.12,0,0,0.4877
1,3.12,7,7,0.534
1,3.12,7,7,0.7478
1,3.12,7,7,0.5041
1,3.12,0,0,0.5297
1,3.12,7,7,0.4158
1,3.12,0,0,0.3543
1,3.12,7,7,0.3839
2,3.12,0,0,0.4544
2,3.12,0,0,0.374
2,3.12,7,7,0.4114
2,3.12,7,0,0.286
2,3.12,0,0,0.4939
2,3.12,0,0,0.3178
2,3.12,7,7,0.4443
2,3.12,7,0,0.374
2,3.12,0,0,0.291
2,3.12,7,7,0.3301
2,3.12,0,0,0.3364
2,3.12,7,0,0.2461
2,3.12,0,0,0.2938
2,3.12,0,0,0.278
2,3.12,7,7,0.5039
2,3.12,0,0,0.3758
2,3.12,0,0,0.4898
2,3.12,7,7,0.6019
2,3.12,0,0,0.39
2,3.12,7,7,0.41
2,3.12,0,0,0.382
2,3.12,7,7,0.4342
2,3.12,0,0,0.5077
2,3.12,0,0,0.5296
2,3.12,0,0,0.7435
2,3.12,7,7,0.3898
2,3.12,7,7,0.7379
2,3.12,7,7,0.7436
2,3.12,7,7,0.3641
2,3.12,7,0,0.4838
1,3.12,8,8,0.4759
1,3.12,8,8,0.388
1,3.12,0,0,0.3279
1,3.12,8,0,0.5518
1,3.12,0,8,0.4218
1,3.12,0,0,0.3378
1,3.12,0,0,0.2781
1,3.12,0,0,0.336
1,3.12,8,0,0.3418
1,3.12,0,0,0.34
1,3.12,0,8,0.5962
1,3.12,8,8,0.368
1,3.12,8,0,0.3874
1,3.12,0,0,0.5517
1,3.12,0,0,0.3577
1,3.12,8,8,0.5618
1,3.12,8,8,0.3841
1,3.12,8,0,0.4338
1,3.12,8,8,0.3743
1,3.12,0,0,0.3923
1,3.12,8,8,0.3804
1,3.12,8,8,0.4217
1,3.12,0,0,0.382
1,3.12,0,0,0.496
1,3.12,0,0,0.3378
1,3.12,8,8,0.6776
1,3.12,8,8,0.536
1,3.12,0,0,0.23
1,3.12,8,8,0.4498
1,3.12,0,0,0.3223
2,3.12,0,0,0.4759
2,3.12,0,0,0.2839
2,3.12,8,0,0.4042
2,3.12,8,8,0.3521
2,3.12,8,0,0.3902
2,3.12,8,8,0.2823
2,3.12,8,0,0.6577
2,3.12,0,8,0.394
2,3.12,8,8,0.2918
2,3.12,8,8,0.2441
2,3.12,8,0,0.4442
2,3.12,0,0,0.4388
2,3.12,8,8,0.3757
2,3.12,0,0,0.3618
2,3.12,8,8,0.3741
2,3.12,8,8,0.3721
2,3.12,0,0,0.3707
2,3.12,0,0,0.4325
2,3.12,8,8,0.7318
2,3.12,0,0,0.4978
2,3.12,0,0,0.5521
2,3.12,0,8,0.54
2,3.12,8,8,0.3942
2,3.12,8,0,0.6459
2,3.12,0,0,0.4067
2,3.12,0,0,0.3784
2,3.12,8,8,0.3022
2,3.12,0,0,0.4763
2,3.12,8,8,0.5262
2,3.12,0,0,0.4984
1,3.12,0,0,0.3448
1,3.12,9,9,0.2698
1,3.12,9,0,0.408
1,3.12,0,0,0.2302
1,3.12,9,9,0.2478
1,3.12,0,0,0.3081
1,3.12,9,9,0.3538
1,3.12,9,9,0.3118
1,3.12,0,0,0.3058
1,3.12,9,9,0.5397
1,3.12,9,9,0.2759
1,3.12,9,0,0.3381
1,3.12,0,0,0.4241
1,3.12,0,0,0.37
1,3.12,9,9,0.302
1,3.12,0,0,0.3738
1,3.12,0,0,0.3937
1,3.12,9,9,0.4937
1,3.12,9,0,0.3262
1,3.12,0,0,0.4039
1,3.12,0,0,0.3038
1,3.12,0,0,0.264
1,3.12,0,0,0.3386
1,3.12,9,9,0.3119
1,3.12,9,9,0.286
1,3.12,9,9,0.222
1,3.12,9,9,0.352
1,3.12,9,0,0.446
1,3.12,0,9,0.3519
1,3.12,9,9,0.4038
2,3.12,0,0,0.5124
2,3.12,9,9,0.3841
2,3.12,0,0,0.3565
2,3.12,0,0,0.4639
2,3.12,0,0,0.2401
2,3.12,0,0,0.2581
2,3.12,0,0,0.2103
2,3.12,9,9,0.3359
2,3.12,9,9,0.43
2,3.12,9,9,0.4261
2,3.12,9,9,0.444
2,3.12,9,9,0.3758
2,3.12,0,0,0.2902
2,3.12,0,0,0.2841
2,3.12,0,0,0.2623
2,3.12,0,0,0.2064
2,3.12,9,9,0.288
2,3.12,9,9,0.426
2,3.12,0,0,0.2763
2,3.12,9,9,0.4361
2,3.12,9,9,0.5257
2,3.12,0,0,0.3081
2,3.12,9,9,0.3782
2,3.12,9,0,0.3197
2,3.12,9,9,0.3899
2,3.12,9,9,0.3762
2,3.12,0,0,0.3418
2,3.12,9,9,0.37
2,3.12,9,9,0.4138
2,3.12,0,0,0.418
1,3.12,10,10,0.3206
1,3.12,0,0,0.312
1,3.12,10,10,0.3898
1,3.12,0,0,0.314
1,3.12,10,10,0.37
1,3.12,0,0,0.3203
1,3.12,10,10,0.486
1,3.12,10,10,0.43
1,3.12,0,0,0.2739
1,3.12,10,10,0.4418
1,3.12,10,0,0.3718
1,3.12,10,10,0.312
1,3.12,0,0,0.3438
1,3.12,10,10,0.2918
1,3.12,10,10,0.4138
1,3.12,10,10,0.3459
1,3.12,0,10,0.3038
1,3.12,10,10,0.3258
1,3.12,10,0,0.5
1,3.12,10,10,0.2938
1,3.12,10,10,0.3577
1,3.12,0,0,0.3558
1,3.12,10,10,0.262
1,3.12,0,0,0.3279
1,3.12,0,0,0.3918
1,3.12,0,0,0.3958
1,3.12,0,0,0.4338
1,3.12,0,0,0.3798
1,3.12,0,0,0.456
1,3.12,0,10,0.5679
2,3.12,10,10,0.3204
2,3.12,10,10,0.3742
2,3.12,0,0,0.3466
2,3.12,10,10,0.4242
2,3.12,0,0,0.3065
2,3.12,0,0,0.442
2,3.12,10,10,0.4744
2,3.12,0,0,0.546
2,3.12,0,0,0.4658
2,3.12,0,10,0.57
2,3.12,10,10,0.2859
2,3.12,10,10,0.392
2,3.12,0,0,0.49
2,3.12,10,10,0.4183
2,3.12,10,10,0.4857
2,3.12,10,10,0.3978
2,3.12,10,10,0.5617
2,3.12,10,10,0.406
2,3.12,0,0,0.4247
2,3.12,10,10,0.3949
2,3.12,10,0,0.4837
2,3.12,0,10,0.3498
2,3.12,10,10,0.3808
2,3.12,0,0,0.466
2,3.12,0,0,0.3463
2,3.12,10,10,0.4078
2,3.12,10,10,0.4258
2,3.12,10,10,0.2459
2,3.12,10,0,0.358
2,3.12,10,10,0.2785
1,3.12,0,0,0.345
1,3.12,0,0,0.2364
1,3.12,0,0,0.3041
1,3.12,0,0,0.2621
1,3.12,0,0,0.2619
1,3.12,11,11,0.3661
1,3.12,11,11,0.2825
1,3.12,0,0,0.3703
1,3.12,0,0,0.47
1,3.12,11,11,0.5097
1,3.12,0,11,0.4877
1,3.12,11,11,0.4798
1,3.12,11,11,0.3518
1,3.12,11,11,0.2881
1,3.12,0,0,0.2497
1,3.12,11,11,0.3297
1,3.12,11,11,0.4341
1,3.12,0,0,0.291
1,3.12,11,11,0.2981
1,3.12,0,11,0.8015
1,3.12,0,0,0.502
1,3.12,11,11,0.3857
1,3.12,11,11,0.2898
1,3.12,11,11,0.2741
1,3.12,0,0,0.4578
1,3.12,11,11,0.3378
1,3.12,0,0,0.3516
1,3.12,11,11,0.3741
1,3.12,0,0,0.3081
1,3.12,0,0,0.3078
2,3.12,11,11,0.2904
2,3.12,11,11,0.2358
2,3.12,0,0,0.3401
2,3.12,11,11,0.2818
2,3.12,11,11,0.6577
2,3.12,0,0,0.4741
2,3.12,0,0,0.3158
2,3.12,11,11,0.4099
2,3.12,11,11,0.4779
2,3.12,11,11,0.5899
2,3.12,0,0,0.6196
2,3.12,11,11,0.4122
2,3.12,0,0,0.526
2,3.12,0,0,1.0217
2,3.12,0,0,0.426
2,3.12,0,0,0.434
2,3.12,11,11,0.4378
2,3.12,11,11,0.7018
2,3.12,0,0,0.6037
2,3.12,0,0,0.4482
2,3.12,0,0,0.3762
2,3.12,0,0,0.3978
2,3.12,11,11,0.4565
2,3.12,0,0,0.364
2,3.12,0,0,0.3681
2,3.12,11,11,0.6759
2,3.12,0,0,0.316
2,3.12,11,11,0.5079
2,3.12,0,0,0.4438
2,3.12,0,0,0.3981
1,3.12,12,0,0.4603
1,3.12,12,12,0.2319
1,3.12,0,0,0.3418
1,3.12,12,0,0.4119
1,3.12,12,12,0.3338
1,3.12,0,0,0.3101
1,3.12,0,0,0.6219
1,3.12,12,12,0.4401
1,3.12,12,12,0.6915
1,3.12,12,0,0.3233
1,3.12,0,12,0.5064
1,3.12,12,0,0.2979
1,3.12,12,12,0.2661
1,3.12,12,12,0.2119
1,3.12,0,0,0.3197
1,3.12,12,12,0.3262
1,3.12,12,12,0.3161
1,3.12,0,0,0.3067
1,3.12,0,0,0.4841
1,3.12,0,0,0.4025
1,3.12,12,12,0.3358
1,3.12,0,0,0.3398
1,3.12,12,12,0.2901
1,3.12,0,0,0.3461
1,3.12,12,12,0.3756
1,3.12,12,12,0.4942
1,3.12,12,0,0.3758
1,3.12,0,0,0.3001
1,3.12,0,12,0.5477
1,3.12,12,12,0.4835
2,3.12,12,0,0.7238
2,3.12,12,0,0.2679
2,3.12,12,12,0.4458
2,3.12,12,12,0.5204
2,3.12,0,0,0.5978
2,3.12,0,0,0.4426
2,3.12,0,0,0.6124
2,3.12,12,0,0.63
2,3.12,0,0,0.4
2,3.12,12,12,0.3476
2,3.12,0,0,0.4178
2,3.12,12,12,0.3642
2,3.12,12,12,0.4518
2,3.12,0,0,0.6137
2,3.12,12,12,0.6079
2,3.12,0,0,0.5698
2,3.12,0,0,0.4781
2,3.12,0,0,0.4907
2,3.12,12,12,0.3861
2,3.12,0,0,0.3898
2,3.12,0,0,0.2661
2,3.12,0,0,0.3081
2,3.12,12,12,0.8214
2,3.12,0,0,0.4398
2,3.12,12,12,0.5278
2,3.12,12,12,0.6475
2,3.12,12,0,0.5022
2,3.12,12,12,0.5438
2,3.12,12,12,0.3839
2,3.12,0,0,0.4201
1,3.12,0,0,0.3701
1,3.12,0,0,0.3597
1,3.12,13,0,0.276
1,3.12,0,0,0.3719
1,3.12,13,0,0.344
1,3.12,0,0,0.3836
1,3.12,13,0,0.3981
1,3.12,0,0,0.2622
1,3.12,0,0,0.2721
1,3.12,13,0,0.6599
1,3.12,0,0,0.2364
1,3.12,13,13,0.3261
1,3.12,0,0,0.3402
1,3.12,13,0,0.4278
1,3.12,0,0,0.248
1,3.12,13,13,0.3561
1,3.12,0,0,0.3426
1,3.12,0,0,0.2279
1,3.12,13,13,0.2897
1,3.12,0,0,0.3059
1,3.12,13,13,0.474
1,3.12,13,0,0.3318
1,3.12,13,0,0.3542
1,3.12,0,0,0.3918
1,3.12,0,0,0.3639
1,3.12,13,0,0.3441
1,3.12,0,0,0.404
1,3.12,13,13,0.3736
1,3.12,0,0,0.4381
1,3.12,0,0,0.2802
2,3.12,0,0,0.43
2,3.12,0,0,0.2546
2,3.12,0,0,0.5919
2,3.12,13,0,0.4442
2,3.12,0,0,0.3421
2,3.12,0,0,0.3863
2,3.12,0,0,0.4956
2,3.12,13,13,0.4822
2,3.12,0,0,0.364
2,3.12,0,0,0.3341
2,3.12,0,0,0.6539
2,3.12,0,0,0.3108
2,3.12,13,0,0.216
2,3.12,0,0,0.2503
2,3.12,13,0,0.3081
2,3.12,13,0,1.5498
2,3.12,0,0,0.2918
2,3.12,0,0,0.3161
2,3.12,13,0,0.2261
2,3.12,13,0,0.38
2,3.12,0,0,0.4403
2,3.12,0,0,0.2979
2,3.12,0,0,0.4403
2,3.12,0,0,0.4399
2,3.12,0,0,0.2979
2,3.12,0,0,0.3558
2,3.12,0,0,0.33
2,3.12,13,13,0.2267
2,3.12,0,0,0.3322
2,3.12,13,13,0.5067
1,3.12,0,0,0.4985
1,3.12,0,0,0.289
1,3.12,14,14,0.3446
1,3.12,0,0,0.3341
1,3.12,14,14,0.3323
1,3.12,14,14,0.576
1,3.12,14,14,0.3899
1,3.12,0,0,0.3858
1,3.12,14,14,0.3099
1,3.12,0,0,0.3958
1,3.12,0,0,0.2901
1,3.12,0,0,0.232
1,3.12,0,0,0.306
1,3.12,14,14,0.2981
1,3.12,0,0,0.3122
1,3.12,0,0,0.3378
1,3.12,0,0,0.2419
1,3.12,14,14,0.3081
1,3.12,0,14,0.4519
1,3.12,0,0,0.3878
1,3.12,14,14,0.362
1,3.12,14,14,0.5099
1,3.12,0,0,0.4299
1,3.12,0,0,0.2084
1,3.12,14,14,0.2662
1,3.12,14,14,0.3161
1,3.12,0,0,0.3388
1,3.12,0,0,0.2801
1,3.12,14,14,0.2241
1,3.12,0,0,0.2841
2,3.12,14,0,0.444
2,3.12,0,0,0.2722
2,3.12,0,0,0.3518
2,3.12,14,0,0.3003
2,3.12,14,14,0.326
2,3.12,14,14,0.2203
2,3.12,14,0,0.2981
2,3.12,0,0,0.3278
2,3.12,0,0,0.2961
2,3.12,14,0,0.2781
2,3.12,0,0,0.36
2,3.12,0,0,0.2783
2,3.12,14,14,0.3484
2,3.12,14,14,0.412
2,3.12,14,14,0.3177
2,3.12,0,0,0.2779
2,3.12,14,14,0.3818
2,3.12,0,0,0.3299
2,3.12,0,0,0.2742
2,3.12,14,14,0.26
2,3.12,14,14,0.47
2,3.12,14,14,0.3278
2,3.12,14,14,0.2698
2,3.12,14,14,0.2898
2,3.12,0,0,0.2259
2,3.12,14,14,0.3238
2,3.12,14,14,0.346
2,3.12,14,14,0.3357
2,3.12,0,0,0.2718
2,3.12,0,0,0.2919
1,3.12,15,0,0.3284
1,3.12,0,0,0.406
1,3.12,0,15,0.346
1,3.12,15,15,0.408
1,3.12,0,0,0.3638
1,3.12,0,0,0.312
1,3.12,0,0,0.3704
1,3.12,0,0,0.3101
1,3.12,0,0,0.2532
1,3.12,0,0,0.3265
1,3.12,15,15,0.3402
1,3.12,15,15,0.3721
1,3.12,0,0,0.4017
1,3.12,0,0,0.2281
1,3.12,0,0,0.5221
1,3.12,15,0,0.3841
1,3.12,0,0,0.292
1,3.12,0,0,0.4183
1,3.12,0,0,0.384
1,3.12,0,0,0.2929
1,3.12,15,15,0.3567
1,3.12,15,0,0.3844
1,3.12,15,0,0.3204
1,3.12,0,0,0.3302
1,3.12,0,0,0.3361
1,3.12,15,15,0.3021
1,3.12,0,0,0.3561
1,3.12,0,0,0.2918
1,3.12,15,15,0.3161
1,3.12,15,15,0.3738
2,3.12,0,0,0.5459
2,3.12,0,0,0.2701
2,3.12,15,15,0.2697
2,3.12,15,15,0.4018
2,3.12,15,15,0.3259
2,3.12,15,15,0.2759
2,3.12,0,0,0.3078
2,3.12,0,0,0.308
2,3.12,0,0,0.4683
2,3.12,0,15,0.3359
2,3.12,15,15,0.3141
2,3.12,15,0,0.36
2,3.12,15,15,0.316
2,3.12,15,15,0.412
2,3.12,0,0,0.3999
2,3.12,15,15,0.3803
2,3.12,15,15,0.5036
2,3.12,15,0,0.4375
2,3.12,15,15,0.2479
2,3.12,0,0,0.57
2,3.12,15,15,0.3498
2,3.12,15,15,0.35
2,3.12,15,15,0.2675
2,3.12,15,15,0.3483
2,3.12,15,15,0.3361
2,3.12,15,15,0.2201
2,3.12,15,15,0.1861
2,3.12,15,0,0.2123
2,3.12,15,15,0.2422
2,3.12,15,0,0.4934
1,3.12,16,16,0.434
1,3.12,0,0,0.3522
1,3.12,0,0,0.4263
1,3.12,0,16,0.3801
1,3.12,0,0,0.6059
1,3.12,16,0,0.3763
1,3.12,16,16,0.3908
1,3.12,16,16,0.3463
1,3.12,16,0,0.3118
1,3.12,16,16,0.3039
1,3.12,16,16,0.3582
1,3.12,16,0,0.3183
1,3.12,16,0,0.3661
1,3.12,0,0,0.3673
1,3.12,0,0,0.4621
1,3.12,0,0,0.303
1,3.12,16,16,0.464
1,3.12,0,0,0.3521
1,3.12,0,0,0.3345
1,3.12,16,0,0.388
1,3.12,0,0,0.4009
1,3.12,0,0,0.4677
1,3.12,0,0,0.468
1,3.12,16,16,0.5226
1,3.12,16,16,0.4341
1,3.12,16,16,0.3958
1,3.12,16,16,0.27
1,3.12,0,0,0.3121
1,3.12,16,16,0.2861
1,3.12,16,0,0.5201
2,3.12,0,0,0.5381
2,3.12,0,16,0.3282
2,3.12,0,0,0.4551
2,3.12,16,16,0.3239
2,3.12,0,0,0.3578
2,3.12,0,0,0.4099
2,3.12,0,0,0.4279
2,3.12,0,16,0.2962
2,3.12,16,0,0.2159
2,3.12,0,0,0.388
2,3.12,0,0,0.2884
