session,amplitude,location,response_location,reaction_time
7,3.12,0,0,0.3639
7,3.12,19,0,0.4517
7,3.12,18,0,0.6133
7,3.12,15,15,0.4302
7,3.12,13,0,0.4581
7,3.12,12,0,0.48
7,3.12,0,0,0.3685
8,3.12,0,0,0.5654
8,3.12,0,0,0.5336
8,3.12,11,11,0.5276
8,3.12,7,0,0.6514
8,3.12,0,0,0.2335
8,3.12,0,0,0.3522
8,3.12,9,0,0.3556
8,3.12,16,0,0.6259
8,3.12,0,0,0.3319
8,3.12,17,17,0.8242
8,3.12,0,0,0.4405
8,3.12,12,0,0.4801
8,3.12,0,0,0.4282
8,3.12,11,11,1.0197
8,3.12,6,0,0.3538
8,3.12,12,0,0.3458
8,3.12,0,0,0.558
8,3.12,12,0,0.5458
8,3.12,0,0,0.3901
8,3.12,0,0,0.3842
5,3.12,3,14,0.8662
5,3.12,14,14,0.5648
5,3.12,0,0,0.4852
5,3.12,13,0,1.9307
5,3.12,14,14,0.5283
5,3.12,5,0,0.5738
5,3.12,6,0,0.8801
5,3.12,0,0,0.5052
5,3.12,0,9,0.8217
5,3.12,0,0,0.5259
5,3.12,0,0,0.7389
5,3.12,0,0,0.0
5,3.12,0,0,0.4262
5,3.12,13,13,0.7288
5,3.12,0,0,0.8605
5,3.12,0,0,0.5064
5,3.12,0,0,0.8423
5,3.12,0,0,0.4265
5,3.12,17,6,0.6343
5,3.12,16,0,0.4851
6,3.12,1,1,0.5246
6,3.12,15,0,1.2221
6,3.12,0,0,0.4439
6,3.12,0,14,1.2476
6,3.12,13,0,0.4108
6,3.12,0,0,0.3418
6,3.12,5,0,0.2943
6,3.12,0,0,0.3786
6,3.12,1,1,0.5938
6,3.12,2,2,0.5675
6,3.12,0,0,0.3307
6,3.12,19,0,0.2981
6,3.12,0,0,0.3402
6,3.12,0,0,0.3243
6,3.12,14,14,0.5956
6,3.12,2,0,0.5282
6,3.12,0,0,0.2728
6,3.12,8,0,0.3031
6,3.12,0,0,0.4418
6,3.12,0,0,2.3331
7,3.12,7,0,0.6542
7,3.12,5,0,0.5645
7,3.12,0,0,1.0285
7,3.12,0,0,0.3663
7,3.12,0,0,0.3943
7,3.12,0,0,0.4721
7,3.12,0,18,0.9201
7,3.12,10,10,0.9143
7,3.12,0,0,0.3864
7,3.12,4,4,0.918
7,3.12,10,10,0.5831
7,3.12,0,0,0.3384
7,3.12,1,1,0.3791
7,3.12,16,0,0.4267
7,3.12,19,19,0.6769
7,3.12,0,14,0.5926
7,3.12,14,14,0.4289
7,3.12,0,0,0.5316
7,3.12,7,0,0.4843
7,3.12,0,0,0.3581
8,3.12,13,13,0.5842
8,3.12,3,0,0.4765
8,3.12,0,0,0.3145
8,3.12,0,0,0.2921
8,3.12,0,0,0.3024
8,3.12,0,0,0.3804
8,3.12,10,10,0.659
8,3.12,0,0,0.4866
8,3.12,18,18,0.8
8,3.12,0,0,0.3425
8,3.12,0,3,0.7498
8,3.12,18,18,0.8696
8,3.12,0,0,0.4474
8,3.12,9,9,0.7737
8,3.12,9,0,0.3456
8,3.12,2,2,0.5098
8,3.12,0,0,0.2808
8,3.12,4,4,0.5764
8,3.12,0,0,0.3943
8,3.12,12,0,0.3217
5,3.12,8,0,0.4941
5,3.12,15,15,0.4923
5,3.12,3,0,0.606
5,3.12,7,0,0.3565
5,3.12,0,0,0.5888
5,3.12,0,0,0.4128
5,3.12,0,0,0.3564
5,3.12,0,0,0.504
5,3.12,6,6,0.8414
5,3.12,18,0,0.402
5,3.12,12,11,1.3126
5,3.12,1,1,0.579
5,3.12,7,7,0.782
5,3.12,2,2,0.6826
5,3.12,0,15,1.0537
5,3.12,0,14,1.2556
5,3.12,17,17,0.8807
5,3.12,15,0,0.5421
5,3.12,9,9,0.449
5,3.12,0,0,0.4805
6,3.12,0,0,0.6328
6,3.12,0,0,0.3088
6,3.12,0,0,0.3566
6,3.12,0,0,0.3562
6,3.12,0,0,0.4277
6,3.12,18,0,0.7255
6,3.12,0,0,0.394
6,3.12,11,0,0.4586
6,3.12,14,14,0.4259
6,3.12,16,16,0.7743
6,3.12,12,0,0.4004
6,3.12,0,0,0.3463
6,3.12,0,0,0.3469
6,3.12,0,0,0.2662
6,3.12,6,0,0.2889
6,3.12,0,7,1.048
6,3.12,0,0,0.7105
6,3.12,15,0,0.4045
6,3.12,0,0,0.33
6,3.12,18,0,0.3027
7,3.12,10,19,0.7721
7,3.12,3,0,0.4004
7,3.12,18,0,0.3982
7,3.12,0,14,0.739
7,3.12,6,0,0.4968
7,3.12,14,14,0.4536
7,3.12,0,0,0.5561
7,3.12,17,17,0.8146
7,3.12,0,0,0.5553
7,3.12,0,10,0.5963
7,3.12,0,0,0.4569
7,3.12,18,18,0.6207
7,3.12,12,12,0.5162
7,3.12,6,0,0.3784
7,3.12,0,0,0.5353
7,3.12,0,0,0.5698
7,3.12,0,0,0.5306
7,3.12,0,0,0.2942
7,3.12,0,0,0.4448
7,3.12,1,1,0.5125
8,3.12,0,0,0.3043
8,3.12,14,0,0.4222
8,3.12,0,0,0.516
8,3.12,0,0,0.6482
8,3.12,0,0,0.3019
8,3.12,0,0,0.5196
8,3.12,0,0,0.3461
8,3.12,0,0,0.3548
8,3.12,0,0,0.6478
8,3.12,0,0,0.344
8,3.12,13,13,1.0964
8,3.12,0,0,0.3604
8,3.12,0,0,0.3624
8,3.12,0,0,0.2904
8,3.12,10,10,0.5322
8,3.12,0,0,0.2703
8,3.12,15,15,0.526
8,3.12,14,14,0.5803
8,3.12,2,2,0.4074
8,3.12,13,0,0.4499
5,3.12,0,0,0.4183
5,3.12,5,0,0.3907
5,3.12,7,0,0.3722
5,3.12,0,0,0.4425
5,3.12,0,0,0.5202
5,3.12,0,0,0.3801
5,3.12,14,14,0.9971
5,3.12,0,0,0.4605
5,3.12,11,11,0.6921
5,3.12,0,19,1.2424
5,3.12,0,0,0.4246
5,3.12,7,0,0.3644
5,3.12,16,16,0.724
5,3.12,17,0,1.6612
5,3.12,3,13,0.8762
5,3.12,10,10,0.5526
5,3.12,18,0,0.6808
5,3.12,0,0,1.4591
5,3.12,18,18,0.7368
5,3.12,13,13,1.1395
6,3.12,0,0,0.3582
6,3.12,3,0,0.4699
6,3.12,0,0,0.4736
6,3.12,3,0,0.5603
6,3.12,0,0,0.2921
6,3.12,0,0,0.2662
6,3.12,0,0,0.3324
6,3.12,14,14,0.6344
6,3.12,0,0,0.3224
6,3.12,0,0,1.0631
6,3.12,15,0,0.3128
6,3.12,4,4,0.7389
6,3.12,7,0,0.3001
6,3.12,0,0,0.4037
6,3.12,11,11,0.5743
6,3.12,11,11,0.5964
6,3.12,0,0,0.3243
6,3.12,0,0,0.4848
6,3.12,0,0,0.4166
6,3.12,18,0,0.2603
7,3.12,0,0,0.3222
7,3.12,9,0,0.2885
7,3.12,0,0,0.2942
7,3.12,7,0,0.2745
7,3.12,0,0,0.4282
7,3.12,15,0,0.3157
7,3.12,0,0,0.4964
7,3.12,0,0,0.2922
7,3.12,0,0,0.3642
7,3.12,0,0,0.2565
7,3.12,0,0,0.2985
7,3.12,0,0,0.3491
7,3.12,13,0,0.5227
7,3.12,18,18,0.7867
7,3.12,0,0,0.3483
7,3.12,0,0,0.5842
7,3.12,16,14,0.942
7,3.12,0,0,0.3484
7,3.12,0,0,0.5664
7,3.12,15,0,0.3426
8,3.12,15,0,0.3422
8,3.12,14,14,0.6719
8,3.12,15,0,0.4939
8,3.12,1,1,0.4502
8,3.12,15,15,0.4579
8,3.12,18,0,0.5845
8,3.12,0,0,0.4022
8,3.12,4,0,0.4423
8,3.12,0,0,0.4285
8,3.12,0,0,0.3921
8,3.12,0,0,0.2767
8,3.12,0,0,0.3064
8,3.12,0,0,0.462
8,3.12,0,0,0.4419
8,3.12,0,0,0.2515
8,3.12,0,0,0.5727
8,3.12,13,6,1.4379
8,3.12,12,12,0.6417
8,3.12,0,0,0.3499
8,3.12,0,0,0.5688
5,3.12,2,2,0.4847
5,3.12,18,0,0.6397
5,3.12,0,0,0.4662
5,3.12,19,14,0.8643
5,3.12,0,0,0.5006
5,3.12,0,0,0.7218
5,3.12,0,0,0.4707
5,3.12,15,15,0.6842
5,3.12,1,1,0.4484
5,3.12,5,0,0.7846
5,3.12,0,0,0.8641
5,3.12,16,0,0.4318
5,3.12,0,0,0.4865
5,3.12,0,0,0.6374
5,3.12,0,0,0.5245
5,3.12,0,0,0.9895
5,3.12,10,10,0.6225
5,3.12,6,0,0.3591
5,3.12,14,14,0.5679
5,3.12,9,0,0.3281
6,3.12,5,0,0.2768
6,3.12,9,0,0.5365
6,3.12,0,0,0.3484
6,3.12,0,0,0.3146
6,3.12,0,0,0.3137
6,3.12,6,0,0.4284
6,3.12,11,0,0.2938
6,3.12,0,0,0.2966
6,3.12,5,0,0.2658
6,3.12,1,1,0.472
6,3.12,0,0,0.2902
6,3.12,0,0,0.2963
6,3.12,13,13,0.8634
6,3.12,0,0,0.2566
6,3.12,11,11,0.5895
6,3.12,14,14,0.451
6,3.12,15,15,0.5407
6,3.12,0,0,0.4264
6,3.12,0,0,0.3041
6,3.12,0,0,0.3028
7,3.12,11,11,0.4866
7,3.12,0,0,0.3272
7,3.12,0,0,0.3202
7,3.12,7,1,0.6963
7,3.12,0,0,0.5123
7,3.12,0,0,0.5917
7,3.12,1,1,0.4684
7,3.12,3,0,0.4465
7,3.12,18,18,0.5845
7,3.12,0,0,0.5365
7,3.12,0,0,0.5081
7,3.12,7,0,0.4161
7,3.12,12,9,0.6118
7,3.12,19,19,0.6831
7,3.12,0,0,0.2945
7,3.12,2,0,0.3487
7,3.12,4,0,0.5201
7,3.12,17,10,0.6217
7,3.12,0,0,0.4365
7,3.12,0,0,0.2817
8,3.12,0,0,0.3243
8,3.12,0,0,0.3723
8,3.12,0,0,0.3835
8,3.12,14,0,0.4377
8,3.12,0,1,0.6858
8,3.12,11,0,0.8437
8,3.12,0,0,0.3455
8,3.12,0,0,0.3697
8,3.12,7,0,0.4343
8,3.12,0,0,0.3253
8,3.12,0,0,0.3505
8,3.12,9,9,0.6083
8,3.12,15,15,0.4337
8,3.12,12,0,0.2963
8,3.12,0,0,0.3
8,3.12,4,0,0.6739
8,3.12,0,0,0.3931
8,3.12,0,0,0.4816
8,3.12,0,0,0.3917
8,3.12,0,0,0.3706
5,3.12,9,9,0.5326
5,3.12,17,0,0.2986
5,3.12,0,0,0.3962
5,3.12,15,15,0.4877
5,3.12,0,0,0.339
5,3.12,13,13,0.6084
5,3.12,6,0,0.5164
5,3.12,0,0,0.5107
5,3.12,4,11,0.878
5,3.12,0,0,0.5201
5,3.12,18,0,0.5688
5,3.12,6,0,0.8966
5,3.12,8,0,0.6759
5,3.12,0,12,0.7543
5,3.12,1,1,0.4865
5,3.12,0,0,0.516
5,3.12,0,0,1.1218
5,3.12,14,14,0.6437
5,3.12,8,8,0.8954
5,3.12,1,1,0.4881
6,3.12,0,0,0.4103
6,3.12,17,0,0.3405
6,3.12,9,0,0.3177
6,3.12,4,0,0.2809
6,3.12,0,0,0.3601
6,3.12,0,0,0.2684
6,3.12,0,0,0.4467
6,3.12,5,0,0.28
6,3.12,11,11,0.6403
6,3.12,0,0,0.5341
6,3.12,0,14,0.7902
6,3.12,12,12,0.5866
6,3.12,0,0,0.299
6,3.12,0,0,0.2518
6,3.12,0,18,0.6882
6,3.12,0,0,0.4823
6,3.12,1,1,0.5203
6,3.12,11,11,0.5448
6,3.12,12,0,0.8063
6,3.12,18,18,0.5823
7,3.12,0,0,0.3629
7,3.12,18,0,0.2703
7,3.12,19,0,0.3407
7,3.12,0,1,0.6198
7,3.12,13,0,0.6739
7,3.12,1,0,0.3557
7,3.12,1,1,0.4859
7,3.12,0,7,0.9045
7,3.12,0,10,0.5604
7,3.12,0,0,0.3743
7,3.12,0,0,0.5032
7,3.12,4,4,0.5822
7,3.12,0,0,0.7013
7,3.12,8,0,0.324
7,3.12,3,3,0.7388
7,3.12,0,0,0.3344
7,3.12,0,0,0.2926
7,3.12,1,1,0.7498
7,3.12,6,0,0.4619
7,3.12,0,0,0.4417
8,3.12,0,0,0.4576
8,3.12,0,0,0.4136
8,3.12,8,0,0.3842
8,3.12,0,1,0.8062
8,3.12,12,0,0.3342
8,3.12,0,0,0.3422
8,3.12,10,10,0.454
8,3.12,3,3,0.8238
8,3.12,1,1,0.4458
8,3.12,0,0,0.6375
8,3.12,0,19,0.6736
8,3.12,13,13,0.6459
8,3.12,0,9,0.6981
8,3.12,11,0,0.5978
8,3.12,19,19,0.7083
8,3.12,7,0,0.5537
8,3.12,0,0,0.4825
8,3.12,0,0,0.4916
8,3.12,0,0,0.3578
8,3.12,14,14,0.5997
5,3.12,1,1,0.594
5,3.12,13,0,0.5148
5,3.12,18,0,0.756
5,3.12,0,0,0.362
5,3.12,19,14,0.7183
5,3.12,0,0,0.3199
5,3.12,4,0,0.3019
5,3.12,0,0,0.4927
5,3.12,18,1,0.5486
5,3.12,9,0,0.3807
5,3.12,0,0,0.4966
5,3.12,3,0,0.523
5,3.12,8,8,0.6727
5,3.12,0,11,0.8563
5,3.12,0,0,0.4664
5,3.12,14,14,0.5052
5,3.12,5,0,0.3661
5,3.12,19,0,0.4562
5,3.12,7,0,0.4319
5,3.12,0,13,0.6436
6,3.12,0,0,0.4561
6,3.12,0,0,0.3327
6,3.12,2,2,0.4916
6,3.12,0,0,0.4384
6,3.12,17,0,0.3679
6,3.12,14,14,0.5265
6,3.12,0,0,0.2702
6,3.12,0,0,0.3139
6,3.12,0,0,0.2688
6,3.12,0,0,0.2521
6,3.12,0,0,0.256
6,3.12,15,0,0.3119
6,3.12,10,10,0.5964
6,3.12,0,0,0.3002
6,3.12,0,18,0.7563
6,3.12,0,0,0.3176
6,3.12,15,0,0.3221
6,3.12,0,0,0.288
6,3.12,7,0,0.2952
6,3.12,7,0,0.5383
7,3.12,9,0,0.3723
7,3.12,0,0,0.33
7,3.12,0,0,0.5082
7,3.12,0,0,0.3144
7,3.12,0,0,0.555
7,3.12,19,0,0.4108
7,3.12,10,10,0.7424
7,3.12,0,0,0.4999
7,3.12,0,0,0.3497
7,3.12,0,0,0.3138
7,3.12,0,0,0.4763
7,3.12,0,0,0.3024
7,3.12,0,0,0.2859
7,3.12,0,0,0.3091
7,3.12,18,0,0.3704
7,3.12,0,0,0.3182
7,3.12,10,0,0.3387
7,3.12,4,4,0.9758
7,3.12,18,0,0.3238
7,3.12,0,0,0.4484
8,3.12,13,13,0.5259
8,3.12,12,0,0.3761
8,3.12,0,0,0.7142
8,3.12,0,0,0.2935
8,3.12,14,14,0.464
8,3.12,5,0,0.298
8,3.12,0,0,0.4904
8,3.12,8,0,0.258
8,3.12,7,0,0.4357
8,3.12,0,0,0.616
8,3.12,0,15,0.8057
8,3.12,14,14,0.4363
8,3.12,11,0,0.4584
8,3.12,1,1,0.4067
8,3.12,0,0,0.3607
8,3.12,0,0,0.3298
8,3.12,0,0,0.2704
8,3.12,17,17,0.9257
8,3.12,0,0,0.3143
8,3.12,0,0,0.4958
5,3.12,18,18,0.4937
5,3.12,12,12,0.6018
5,3.12,0,0,0.3686
5,3.12,0,14,0.6538
5,3.12,14,14,0.5248
5,3.12,0,0,0.3924
5,3.12,0,0,0.2728
5,3.12,0,0,0.3241
5,3.12,3,0,0.2703
5,3.12,0,0,0.5022
5,3.12,0,0,0.3644
5,3.12,6,0,0.8422
5,3.12,1,1,0.5427
5,3.12,0,0,0.3021
5,3.12,18,0,0.3419
5,3.12,12,0,0.3078
5,3.12,0,0,0.7665
5,3.12,8,0,0.3658
5,3.12,3,0,0.3579
5,3.12,10,0,0.3601
6,3.12,0,0,0.1978
6,3.12,0,0,0.2603
6,3.12,0,0,0.4001
6,3.12,0,14,0.5922
6,3.12,1,1,0.4701
6,3.12,5,0,0.3923
6,3.12,18,14,0.8137
6,3.12,0,0,0.6736
6,3.12,0,0,0.3065
6,3.12,0,0,0.3368
6,3.12,0,0,0.3773
6,3.12,3,0,0.4708
6,3.12,0,0,0.5002
6,3.12,0,0,0.8321
6,3.12,0,0,0.5658
6,3.12,12,0,0.3549
6,3.12,14,14,0.5741
6,3.12,0,14,0.7938
6,3.12,19,0,0.4811
6,3.12,5,11,0.5286
7,3.12,6,0,0.438
7,3.12,12,0,0.3547
7,3.12,2,2,0.4082
7,3.12,0,16,0.9677
7,3.12,5,0,0.3646
7,3.12,0,0,0.3065
7,3.12,0,0,0.3061
7,3.12,5,0,0.2646
7,3.12,8,0,0.5315
7,3.12,14,0,0.3246
7,3.12,11,11,0.7139
7,3.12,3,3,0.8362
7,3.12,0,0,0.5427
7,3.12,0,0,0.378
7,3.12,0,0,0.4843
7,3.12,0,0,0.3554
7,3.12,4,4,0.6147
7,3.12,0,0,0.3384
7,3.12,11,0,0.3544
7,3.12,11,11,0.4378
8,3.12,0,0,0.3403
8,3.12,0,0,0.3054
8,3.12,0,0,0.3218
8,3.12,6,0,0.4355
8,3.12,0,0,0.4178
8,3.12,0,0,0.3164
8,3.12,0,0,0.5144
8,3.12,0,0,0.7833
8,3.12,0,0,0.3267
8,3.12,16,16,0.9857
8,3.12,0,0,0.3174
8,3.12,0,0,0.5977
8,3.12,17,17,0.7166
8,3.12,0,0,0.3245
8,3.12,9,9,0.5457
8,3.12,19,0,0.4515
8,3.12,16,0,0.2944
8,3.12,0,0,0.3725
8,3.12,0,0,0.3799
8,3.12,2,2,0.5184
5,3.12,1,1,0.5271
5,3.12,0,18,0.9384
5,3.12,14,14,0.46
5,3.12,0,0,0.2915
5,3.12,7,0,0.4025
5,3.12,3,0,0.3667
5,3.12,0,0,0.3141
5,3.12,0,0,0.5186
5,3.12,6,0,0.4539
5,3.12,11,0,0.5767
5,3.12,16,16,0.6903
5,3.12,0,0,0.3301
5,3.12,14,14,0.4577
5,3.12,0,0,0.529
5,3.12,0,0,0.3021
5,3.12,0,0,0.2511
5,3.12,11,11,0.5746
5,3.12,0,0,0.2623
5,3.12,17,0,0.2706
5,3.12,0,0,0.3384
6,3.12,13,13,0.5933
6,3.12,7,0,0.5368
6,3.12,1,1,0.4887
6,3.12,8,0,0.4161
6,3.12,0,0,0.4423
6,3.12,9,9,0.6339
6,3.12,0,0,0.6482
6,3.12,0,0,0.3602
6,3.12,16,0,0.3623
6,3.12,0,0,0.6958
6,3.12,0,0,0.6861
6,3.12,16,0,0.7042
6,3.12,13,13,0.5205
6,3.12,0,0,0.4272
6,3.12,10,10,0.6136
6,3.12,16,18,1.3294
6,3.12,7,0,0.448
6,3.12,14,0,0.3284
6,3.12,10,10,0.6285
6,3.12,1,1,0.6891
7,3.12,8,0,0.278
7,3.12,0,0,0.2682
7,3.12,13,13,0.7321
7,3.12,0,0,0.3327
7,3.12,9,10,0.5544
7,3.12,9,9,0.4652
7,3.12,15,15,0.5207
7,3.12,4,4,0.5302
7,3.12,14,14,0.7376
7,3.12,0,0,0.9506
7,3.12,0,0,0.2924
7,3.12,13,13,0.7275
7,3.12,17,0,0.4439
7,3.12,4,4,0.6749
7,3.12,0,0,0.3068
7,3.12,1,1,0.7046
7,3.12,0,0,0.2524
7,3.12,0,0,0.2943
7,3.12,0,0,0.6343
7,3.12,6,0,0.4761
8,3.12,0,0,0.6758
8,3.12,6,0,0.2998
8,3.12,13,0,0.2903
8,3.12,12,0,0.6837
8,3.12,13,13,0.4895
8,3.12,9,0,0.546
8,3.12,2,2,0.4623
8,3.12,18,0,0.3105
8,3.12,3,0,0.3486
8,3.12,17,1,0.6999
8,3.12,0,0,0.4023
8,3.12,19,0,0.4206
8,3.12,7,0,0.3
8,3.12,0,0,0.356
8,3.12,0,0,1.266
8,3.12,0,0,0.4865
8,3.12,0,1,0.6163
8,3.12,17,4,0.7382
8,3.12,19,0,0.2819
8,3.12,12,0,0.296
9,3.12,0,0,0.4127
9,3.12,13,13,0.7809
9,3.12,0,0,0.3729
9,3.12,0,0,0.3428
9,3.12,0,0,0.2948
9,3.12,11,0,0.5221
9,3.12,8,1,0.9443
9,3.12,11,11,0.7537
9,3.12,0,0,0.4298
9,3.12,2,2,0.487
9,3.12,9,9,0.594
9,3.12,0,0,0.4585
9,3.12,0,0,0.3743
9,3.12,0,0,0.654
9,3.12,0,0,0.4249
9,3.12,16,16,0.5721
9,3.12,18,0,0.46
9,3.12,0,0,0.406
9,3.12,0,0,0.3699
9,3.12,0,4,1.0016
10,3.12,5,5,0.8735
10,3.12,0,0,0.7817
10,3.12,0,0,0.5956
10,3.12,0,0,0.3861
10,3.12,0,0,0.3401
10,3.12,3,5,0.6847
10,3.12,19,0,0.5283
10,3.12,10,10,0.464
10,3.12,0,0,0.3966
10,3.12,3,3,0.8361
10,3.12,18,0,0.3608
10,3.12,0,0,0.6397
10,3.12,0,0,0.9744
10,3.12,0,0,0.3025
10,3.12,15,15,0.4981
10,3.12,0,0,0.3757
10,3.12,13,13,0.6284
10,3.12,0,0,0.3301
10,3.12,0,0,0.3118
10,3.12,2,2,0.5163
11,3.12,0,0,0.3412
11,3.12,0,0,0.5307
11,3.12,6,6,0.5189
11,3.12,12,12,0.6803
11,3.12,0,0,0.4286
11,3.12,0,0,0.3063
11,3.12,9,9,0.5486
11,3.12,11,11,0.4616
11,3.12,0,0,0.41
11,3.12,7,0,0.4063
11,3.12,15,15,0.5715
11,3.12,0,0,0.3768
11,3.12,0,0,0.4658
11,3.12,1,1,0.5119
11,3.12,13,13,0.642
11,3.12,8,0,0.5853
11,3.12,1,1,0.4949
11,3.12,1,1,0.5586
11,3.12,10,10,0.6121
11,3.12,15,0,0.51
12,3.12,13,1,0.4683
12,3.12,0,0,0.2696
12,3.12,4,0,0.2832
12,3.12,0,0,0.3962
12,3.12,1,1,0.4507
12,3.12,9,9,0.5174
12,3.12,0,0,0.3711
12,3.12,10,10,0.6201
12,3.12,6,0,0.5148
12,3.12,8,8,0.6465
12,3.12,1,1,0.6224
12,3.12,0,0,0.6398
12,3.12,6,0,0.2898
12,3.12,0,0,0.426
12,3.12,0,0,0.4562
12,3.12,16,16,0.6139
12,3.12,1,1,0.5418
12,3.12,0,0,0.6985
12,3.12,0,0,0.3189
12,3.12,0,0,0.3092
9,3.12,0,0,0.65
9,3.12,0,0,0.334
9,3.12,0,0,0.3443
9,3.12,0,17,1.0957
9,3.12,0,0,0.3241
9,3.12,2,2,0.6444
9,3.12,0,0,1.0408
9,3.12,19,19,1.154
9,3.12,14,14,0.6044
9,3.12,0,0,0.3521
9,3.12,12,0,0.8467
9,3.12,0,0,0.4592
9,3.12,0,0,0.651
9,3.12,0,5,0.93
9,3.12,0,0,0.37
9,3.12,0,0,0.3464
9,3.12,14,14,0.6718
9,3.12,15,15,0.9687
9,3.12,0,0,0.4086
9,3.12,17,17,0.6841
10,3.12,14,0,0.4412
10,3.12,7,0,0.7059
10,3.12,5,0,0.4041
10,3.12,0,0,0.4524
10,3.12,0,9,1.3472
10,3.12,0,0,0.4469
10,3.12,4,3,0.8087
10,3.12,5,0,0.5082
10,3.12,13,0,0.3859
10,3.12,0,0,0.3944
10,3.12,0,17,2.0033
10,3.12,0,3,0.669
10,3.12,0,0,0.4839
10,3.12,0,0,0.5548
10,3.12,6,0,0.418
10,3.12,3,3,0.6981
10,3.12,0,0,1.5701
10,3.12,0,0,0.465
10,3.12,13,13,0.5788
10,3.12,0,0,0.6903
11,3.12,1,0,0.3685
11,3.12,0,0,0.4524
11,3.12,14,0,0.4043
11,3.12,3,0,0.4542
11,3.12,10,0,0.4158
11,3.12,0,0,0.4738
11,3.12,1,0,0.4504
11,3.12,0,14,0.5506
11,3.12,9,9,0.6606
11,3.12,0,0,0.7142
11,3.12,0,12,0.6339
11,3.12,19,19,0.6398
11,3.12,0,0,0.3367
11,3.12,19,0,0.4163
11,3.12,0,19,0.6359
11,3.12,0,0,0.3657
11,3.12,15,0,0.3143
11,3.12,0,0,0.5577
11,3.12,0,0,0.9823
11,3.12,12,0,0.3864
12,3.12,0,0,0.2969
12,3.12,0,0,0.4381
12,3.12,2,2,0.454
12,3.12,11,11,0.6056
12,3.12,11,11,0.6946
12,3.12,5,0,0.2898
12,3.12,0,0,0.3201
12,3.12,11,11,0.5258
12,3.12,0,0,0.3425
12,3.12,3,0,0.2799
12,3.12,0,0,0.3886
12,3.12,4,4,0.6626
12,3.12,0,0,0.339
12,3.12,0,0,0.3287
12,3.12,5,0,0.3486
12,3.12,2,0,0.5422
12,3.12,0,0,0.3123
12,3.12,4,0,0.3527
12,3.12,19,0,0.3262
12,3.12,17,17,0.5088
9,3.12,10,10,0.7147
9,3.12,0,0,0.3457
9,3.12,0,0,0.4678
9,3.12,9,9,0.4789
9,3.12,4,4,0.5783
9,3.12,0,0,0.3165
9,3.12,0,0,0.3503
9,3.12,0,0,0.3219
9,3.12,0,0,0.3457
9,3.12,0,0,0.5401
9,3.12,0,0,0.3728
9,3.12,11,11,0.7157
9,3.12,9,9,0.7683
9,3.12,2,2,0.6663
9,3.12,9,9,0.512
9,3.12,0,0,0.382
9,3.12,4,4,0.7297
9,3.12,16,16,0.6749
9,3.12,13,13,0.8771
9,3.12,0,0,0.3943
10,3.12,18,18,0.6064
10,3.12,0,0,0.3681
10,3.12,0,19,0.7319
10,3.12,7,0,0.4241
10,3.12,0,0,0.3958
10,3.12,0,0,0.312
10,3.12,11,0,0.3344
10,3.12,12,0,0.3702
10,3.12,0,17,0.874
10,3.12,0,0,0.3602
10,3.12,0,0,0.4319
10,3.12,11,11,0.6
10,3.12,3,0,0.3045
10,3.12,0,0,0.4545
10,3.12,5,0,0.4984
10,3.12,13,13,0.7441
10,3.12,4,0,0.5857
10,3.12,0,0,0.3848
10,3.12,0,0,0.5763
10,3.12,0,18,0.8346
11,3.12,0,0,0.356
11,3.12,2,2,0.52
11,3.12,0,0,0.5664
11,3.12,17,0,0.4204
11,3.12,0,16,0.7123
11,3.12,5,0,0.7142
11,3.12,6,0,0.3624
11,3.12,1,0,0.344
11,3.12,0,0,0.4006
11,3.12,0,0,0.3326
11,3.12,3,3,0.7776
11,3.12,0,0,0.3586
11,3.12,1,1,0.4483
11,3.12,0,0,0.3941
11,3.12,0,0,0.3003
11,3.12,0,0,0.3237
11,3.12,7,0,0.3065
11,3.12,0,0,0.3649
11,3.12,19,0,0.3767
11,3.12,1,1,0.5166
12,3.12,0,0,0.2882
12,3.12,16,0,0.3084
12,3.12,3,0,0.3441
12,3.12,0,2,0.704
12,3.12,7,0,0.3266
12,3.12,1,1,0.5576
12,3.12,9,9,0.6023
12,3.12,0,0,0.6561
12,3.12,0,0,0.4144
12,3.12,0,0,0.3602
12,3.12,0,0,0.3942
12,3.12,0,0,0.3608
12,3.12,0,0,0.3867
12,3.12,14,0,0.2943
12,3.12,19,19,0.6368
12,3.12,0,0,0.315
12,3.12,0,0,0.3122
12,3.12,0,0,0.2924
12,3.12,0,0,0.3621
12,3.12,0,0,0.2787
9,3.12,8,0,0.4145
9,3.12,0,17,0.7262
9,3.12,7,7,0.779
9,3.12,0,0,0.3683
9,3.12,17,0,0.438
9,3.12,17,0,0.5746
9,3.12,0,0,0.6864
9,3.12,0,0,0.5504
9,3.12,12,0,0.4468
9,3.12,0,9,1.0776
9,3.12,0,18,1.1542
9,3.12,0,0,0.4151
9,3.12,0,0,0.3661
9,3.12,0,0,0.3279
9,3.12,0,10,0.6847
9,3.12,12,0,0.3161
9,3.12,11,0,0.6322
9,3.12,11,11,0.5218
9,3.12,0,0,0.387
9,3.12,0,0,0.4801
10,3.12,0,0,0.5008
10,3.12,12,12,0.8325
10,3.12,0,0,0.5269
10,3.12,13,13,0.8537
10,3.12,6,0,0.5399
10,3.12,0,9,1.2351
10,3.12,12,0,0.4922
10,3.12,0,0,0.4143
10,3.12,8,6,0.5841
10,3.12,10,10,0.6675
10,3.12,0,0,0.4636
